Indeks,Komentar,Label,Label_Validator
30683,ini geng motor bosku lagi pada kumpol😂😂😂,0,0.0
30684,gbu semuanya,0,0.0
30685,ni lg berebut apa ya?,0,0.0
30687,ngakak plis😭,0,0.0
30688,tidak heran lagi😂,0,0.0
30689,wkwk lucu kali bah,0,0.0
30690,acara gigs?,0,0.0
30691,kekacauan ini terjadi dalam kalangan sendiri tidak melibatkan agama lain itu yang harus diingat jadi bukan cari gara gara sama agama lain kalau sama agama lain tetap damai betul begitu kan ?,0,0.0
30692,tim cristina ginting sini kumpul,0,0.0
30693,ga dimana mana mahasiswa selalu begini,0,0.0
30694,didikan mereka keras boss,0,0.0
30695,istighfar pakkk istighfar 🥲😭,0,0.0
30696,kebiasaan demo jadinya kebawa bawa,0,0.0
30697,menyala abangku ini yg katanya @kristina ginting,0,0.0
30699,tuhan sllu kasi liat ada sisi lain d stiap org ber agama kan jdi klo ada hal yg krg menyenangkn sbaiknya kita berdoa yg trbaik bkan saling hjt ini buat islm dn krsten jg,0,0.0
30700,😅😅😅 keren ekspresi anak muda,0,0.0
30701,itu awalnya kenapa sih?,0,0.0
30702,itu tentang agama kan? kok bisa sih 😌,0,0.0
30703,lu kok ngomong gitu,0,0.0
30704,haduh belum bisa jadi ketua nih🤣,0,0.0
30705,hal biasa?,0,0.0
30706,lah kukira di server sini aja yang begini server sebelah juga toh yaudahlah artinya emang sdm indonesia yang begini apapun agamanya 🙂,0,0.0
30707,tau kan sekarang 😅,0,0.0
30708,udah nggak usah d komen kebukti sendiri,0,0.0
30709,mirip adegan cross zero 1,0,0.0
30710,ga beda dng ormas sebelah ya,0,0.0
30711,next video,0,0.0
30712,trnyata kata panitia itu hal yg biasa trjadi😁,0,0.0
30713,mhasiwa masih muda wajar,0,0.0
30714,ajaran kasih christina ginting😌,0,0.0
30715,sama aja 🤣🤣🤣,0,0.0
30716,lah lah lahh,0,0.0
30717,sumpah ini kongres terlama 9 hari belum kerlar kabarnya masih nambah hari pulak ternyata bahas omongan kristina ginting 😂🤦,0,0.0
30718,waduh 🥺,0,0.0
30719,mohon maaf kalo mahasiswa islam misalnya ada kesalahfaham langsung baca sholawat pasti jadi teduh,0,0.0
30720,mahasiswa harus lebih bersikap lebih terpelajar bijaksana apalagi ini kongres utk kebaikan masa mau di cap mahasiswa identik dgn keributan demo dan sejenisnya😭 mahasiswa itu calon pemimpin bangsa generasi penerus apapun agamanya utamakan kedamaian dan saling menghargai itulah tujuan kita beragama🥰,0,0.0
30721,lembut kali omongannya yaa uhhhhhh 🫠🫠🫠,0,0.0
30722,internal 🗿,0,0.0
30723,ni br aku liat saling mengasih hi mengasihi bangku ☺,0,0.0
30725,memalukan negara rakyat agama dan sebagainya🗿,0,0.0
30726,makanya dahulukan adab daripada ilmu,0,0.0
30727,jerit jerit mcm tiada pegangan,0,0.0
30728,dengan sadar kenapa hh 🤭,0,0.0
30729,mcm partai politik malaysia pkr 😭,0,0.0
30730,yes 🤣🤣🤣🤣🤣🤣,0,0.0
30731,pendapat anda tentang ini bagaimana? @arman blezzing529 ☺☺,0,0.0
30732,aku suka ini ribut di ajang kontes agama,0,0.0
30733,pendapat anda tentang ini bagaimana? @kweewecin922 ☺☺,0,0.0
30734,@teofilus140299 ini ya yg di maksud ajaran damai,0,0.0
30735,@atik samuel,0,0.0
30736,mereka sedang kepenuhan roh kudus,0,0.0
30737,pendapat anda tentang ini bagaimana? @renita masya ☺☺,0,0.0
30739,masa udh kalungan masih panas,0,0.0
30741,gaada agama yg mengajarkan kekerasan murni ini kesalahan manusia2nya,0,0.0
30746,@upnsr bentuk ajaran cinta kasih yg sbenarnya🤣,0,0.0
30747,well well well,0,0.0
30749,ternyata merekalah yg sebenarnya 😁😁🙏,0,0.0
30751,agama kasih,0,0.0
30752,terserah kalian mau ngapain,0,0.0
30755,berarti bagi kalian saling mencaci maki dan saling melempar kursi itu hal yg biasa ini mahasiswa apa gerombolan genk motor,0,0.0
30757,ajaran kisah🤣🤣🤣,0,0.0
30758,mirip di crow zero 😂,0,0.0
30761,capek capek🤣🤣🤣,0,0.0
30762,dia lagi ngomong sama anj g kah ? kenapa dia ngomong gitu,0,0.0
30766,kenapa indonesia ngak maju2?,0,0.0
30767,@pixmen lihat ni adek,0,0.0
30769,anjing duduk???lah emang disana siapa spt nya sy lihat manusia semua kok,0,0.0
30770,kursi nya melayang😭,0,0.0
30772,benar kan apa yg di ucapakn antoni sinsuka ginting di turnamen jerman terbuka wkwkwk,0,0.0
30773,teriaknya allahu akbar,0,0.0
30776,mlut mu siapa yg gk mrh coba😏,0,0.0
30777,oten memang lucu,0,0.0
30778,wkwkwkwkw anj ddk 😌🗿,0,0.0
30779,pasti yang lempar kursi ngakak😭😹😂,0,0.0
30780,cia or mossad,0,0.0
30781,kena hrus nyebut anj kan bisa ngmong baik,0,0.0
30782,harga diri harga mati,0,0.0
30785,ini agama kasih,0,0.0
30788,oten oten😅,0,0.0
30792,ohh kursi pelastik kirain kayu cik atuh nitah diuk teh cing sopan da jelema lain sato sa teh,0,0.0
30793,waduh kalo kayak gini ntr org islam lg yg kena fitnah,0,0.0
30797,disuruh duduk malah rusuh wkwkkw,0,0.0
30799,ajaran kasih oten 🤣,0,0.0
30800,pasti umat ku,0,0.0
30802,😂😂😂😂😂😂😂😂😂😂😂 rebutan snack itu,0,0.0
30803,negeri itu suka ribut kata bule2,0,0.0
30807,kelakuan sesuai dgn yng di makan🗿,0,0.0
30809,matap bang sangat cerdas,0,0.0
30814,kasar amat😁,0,0.0
30817,omongan k ginting bener mereka saling cakar🤭🤭🤭,0,0.0
30818,alah hmi juga sering rusuh kok namanya mahasiswa sok arogan smua,0,0.0
30819,anjing duduk langsung baca baliho 😭,0,0.0
30825,mantaappp lanjutkan😂😂😂,0,0.0
30827,ooh begini ajaran kasih? jalan lurus?,0,0.0
30828,ternyata benar apa kata donal trump,0,0.0
30833,gimana mau nurut perkataan nya aja sangat lah jelak🤣,0,0.0
30835,sama2 pelaku rusuh kok saling hujat di komen😂,0,0.0
30837,makanya mulut ijaga,0,0.0
30838,kek pernah liat dsuruh duduk ga mau cba suruh lompat guling2 kali aja nurut kan,0,0.0
30839,anak sd,0,0.0
30840,ko ada bahasa hewan kumpulan sebelah,0,0.0
30841,generasi masa depan gelap indonesia 😂,0,0.0
30843,kalian ini pada kenapa😭 yg dikomen malah makin mempermalukan klo kata ku😔,0,0.0
30846,takiya genji mana,0,0.0
30847,seett sopan bner tu moncong,0,0.0
30848,pengikut lol,0,0.0
30849,efek nonton kudis tv mreka saling kontra,0,0.0
30852,real suzuran,0,0.0
30863,kemasukan roh wedus😹,0,0.0
30864,kwkwk blunder juga akhirnya tebak agama kwkwkwkw,0,0.0
30867,bahasa demo kebawa ke konggre🤣🤣🤣🤣🤣🤣,0,0.0
30868,semua kehidupan ini panhgung sandiwara,0,0.0
30869,hal buruk yg dianggap biasa jangan di biasakan apalagi di forum pendidikan sampai kluar kata2 protein hewani🤣🤣🤣,0,0.0
30872,mereka lagi ajaran kasih,0,0.0
30877,ketawa pula💔,0,0.0
30879,kayak ada bangku terbang,0,0.0
30880,mahasewa kok gitu,0,0.0
30884,dimana2 orang di bentak di katain anjing siapa yg gak mau ngelawan harga dirinya,0,0.0
30885,indonesia ini susah maju nya,0,0.0
30886,berebut nasi kotak kah??😁😁😁😁,0,0.0
30887,ajaran kasih?,0,0.0
30891,g pa2 dosa a kn udah d apuni bebas,0,0.0
30896,tobat woii,0,0.0
30897,malah mossing🤣🤣🤣,0,0.0
30901,anjjj duduk anjjjjgg🤣🤣,0,0.0
30902,kawan nya isriwilll,0,0.0
30907,jangan salahkan agamanya tapi individunya begitu juga yang kita semua harapkan kalo ada teror janganlah dikaitkan kepada satu agama karna semua agama ada aja penganutnya yang menyimpang,0,0.0
30908,keren 👍🏻 tuhan menganugerahkan 2 tangan untuk kau gunakan dalam menyelesaikan masalah spt ini 🙏🏻,0,0.0
30909,nah gitu dong kan enak dilihat nya,0,0.0
30910,nonton orkes ada yg joget mabog ini pstinya 😄😄😄😄😄,0,0.0
30911,🔥🔥🤣🤣🤣 tunjukan pesona mu 🤣🤣🤣,0,0.0
30912,jujur ya temen2ku di hmi dan organisasi sejenisnya juga sering gini sih pas kongres besarnya udah normal aja sih sosmed aja membesar2kan,0,0.0
30913,ternyata cristina ginting bicara tentang kaum nya sendiri 😭🤐,0,0.0
30914,sama baeee,0,0.0
30915,lebih ngakak ke mc nya sih😂,0,0.0
30916,@christina ginting lihat lah ini tlg sampaikan vt ini sama dia 😆,0,0.0
30917,kallau di tabok pipi tengah kasih lah pipi atas 🤔,0,0.0
30918,gw mo ngakak boleh ga😂😂😂😂,0,0.0
30919,horee kita ketawain aja,0,0.0
30920,semoga cpt damai,0,0.0
30921,ajaran kasih paham😭😂,0,0.0
30922,😁😁😁😁 cerminan mereka,0,0.0
30923,mau di hargai tapi gak menghargai kek mana,0,0.0
30924,satu persatu terkuak ya🤣,0,0.0
30925,hah? hal biasa? 🤨,0,0.0
30927,kristen boss,0,0.0
30928,dan yap ketauan komentnya bakal gmna wkwk gw gak memihak siapapun btw,0,0.0
30929,parahhh we🤣🤣,0,0.0
30930,ooo ini yang dimaksud christina ginting 🤣🤣🤣,0,0.0
30931,ternyata ga beda jauh sama tetangganya 🤭,0,0.0
30932,maha siswa 😎😎😎 hmmmmmmm,0,0.0
30933,ini kenapa,0,0.0
30934,dari sekian manusia pastii adalah yg bersifat demikian apapun kepercayaannya inilah manusia,0,0.0
30935,bungsu bungsu 🤭,0,0.0
30936,sama kasus terbaru baru lulus sd udh nikah 🤭,0,0.0
30937,ngapain nebak agama? jelas jelas di video nya ada yang komen tebak agama bisa baca gak sih?,0,0.0
30938,ngapin sih ngomong kasar seperti itu klo aku jga yg tidak terima di buat seperti itu,0,0.0
30939,kirain pengikut bang mamad ajah yg suka ribut ternyata pengikut om jess juga sama,0,0.0
30940,mari kita tepuk tangan sambil senyum puas,0,0.0
30941,orang kudus jawa tengah setelah sy teliti ternyata bukan,0,0.0
30942,mahadewa bahasanya🤣🤣,0,0.0
30943,woi emng apan kata christina?,0,0.0
30944,fakta benar omongan kristen ginting😃😃😃,0,0.0
30945,kata patris allegro biarlah mereka baku hantam,0,0.0
30946,ada ada aja,0,0.0
30947,🗿🗿🗿 tebak ketua guildnya,0,0.0
30948,suzuran kah?😆,0,0.0
30949,mba kristina ginting halooooo 😌,0,0.0
30950,ajaran kasih,0,0.0
30951,kok pada pada bilang kristina ginting bener?,0,0.0
30952,gausah kaget jangankan gmki selurh gerakan mahasiswa pasti begini karna apa? ya karna pda dasarnya mereka datang dengan kepenting sendiri bukan karna visi misi himpunan mereka sehingga ketika tidak sesuai yaa ending begini 😂,0,0.0
30953,ternyata ga beda jauh hmi 🗿,0,0.0
30954,ini ga ada di pmkri,0,0.0
30955,dia kenapa bisa teriak begitu ya 🤭,0,0.0
30956,ini hal biasa namanya dinamika dalam forum pasti klau pernah jadi mahasiswa dan ikut brgbung dlm organisasi paham lah yg nol kelas silakan nilai mnurut otaknya,0,0.0
30957,tes tes tes tolong airnya suuup ❌ tes tes tes tolong panitia itu ✔,0,0.0
30958,akar masalahnya apa?🙄,0,0.0
30959,biasa dia bilang 🗿🗿🗿,0,0.0
30960,liat vt udah ketebak komen nya pasti begini wkkw,0,0.0
30961,tebak pulau😭😂,0,0.0
30962,buah apel buah langsat bang,0,0.0
30963,bangsa konoha prob😹,0,0.0
30964,ajaran doktrin selamat pagi ada kabar baik sembako 😭 login brok,0,0.0
30965,instigfar wooee,0,0.0
30966,dibayar kontan 😂,0,0.0
30967,share ini ke akun cristiano ginting,0,0.0
30968,masak ini ajaran kasih😂🔥😂🔥🔥🔥 worrrrrrrrrrrrrrrrrrr,0,0.0
30969,sangat damai,0,0.0
30970,lg kerasukan roh kardus🤭,0,0.0
30971,suaranya editan,0,0.0
30972,suaranya editan i,0,0.0
30973,ini ajaran kasih loh 🙄,0,0.0
30974,keyakinan harus disertai dengan fikiran yg sehat realistis 😁,0,0.0
30975,ngg hmi ngg gmk sams aja rusakkkk,0,0.0
30976,yg sering bilang tebak agama mna kok pada diem😁,0,0.0
30977,inilah alasannya mengapa manusia harus berakal lagi berfikir,0,0.0
30978,sama aja ternyata,0,0.0
30979,trm ksh kpd yg viralkan semoga semakin bnyk yg login aamiin yra,0,0.0
30980,malah tawuran,0,0.0
30981,berantakan lah jadinya,0,0.0
30982,hilang lah toleransi 🥀💔,0,0.0
30984,tanpa otoritas 🤟🤟🤟,0,0.0
30985,cristina ginting lihat noh wkwkwkwkwkwk,0,0.0
30986,ampuni musuhmu katanya,0,0.0
30987,@sopian betmen sarua ning wkwk,0,0.0
30988,istighfar mas gk boleh gitu damai damai,0,0.0
30989,qs al an am 108 janganlah kamu memaki sesembahan yang mereka sembah selain allah karena mereka nanti akan memaki allah dengan melampaui batas tanpa dasar pengetahuan demikianlah kami jadikan setiap umat menganggap baik pekerjaan mereka kemudian kepada tuhan merekalah tempat kembali mereka lalu dia akan memberitahukan kepada mereka apa yang telah mereka kerjakan 🙏janganlah terpecah belah karena adany perbedaan,0,0.0
30990,apa ini ajaran kasih?,0,0.0
30991,awoskoskwwk timur timur,0,0.0
30992,yang suka komen tebak agama pasti sekrang lagi ngumpet di pojokan,0,0.0
30993,🤣🤣🤣 semangat hahahah,0,0.0
30994,ni masalah nya apa yah gua gk ngerti,0,0.0
30995,apa elu tega,0,0.0
30996,miris komenny pda gak bisa toleransi nya btul,0,0.0
30997,indonesia ini yang salah bukan agamanya sebenarnya emng sdm nya rendah,0,0.0
30998,wkwkw semua agama sama saja hanya ketutupan sama mayoritas dan minoritas,0,0.0
30999,anjai semua😅,0,0.0
31000,agama kasih😂,0,0.0
31001,genji disekolah kristen genji sudah lahirrrrr uraaaa,0,0.0
31003,berebut tiang jemuran siapa,0,0.0
31005,epic banget yg lempar kursi orange🤣,0,0.0
31006,ternyata bahasa itu berasal dari sini tidak sedikit mayoritas terbawa dengan kata kata ini,0,0.0
31007,bukannya pke kata tolong malah sebut hewan😹,0,0.0
31008,wow keren,0,0.0
31009,klo yg ini cristina ginting tutup mata 😂,0,0.0
31010,oooh ini yg dimaksud si christina ginting😅,0,0.0
31011,ya wajar lh engga pada ddk org yg dia suruh nya ddk anj,0,0.0
31012,emang kristina gunting ngomong apa?,0,0.0
31013,konoha 🤣🤣🤣,0,0.0
31014,waduh lempar lemparan tuh,0,0.0
31015,dari coment2 ternyata bener kata christina ginting,0,0.0
31016,biasa nya aku liat di acara dangdutan bakuhantam seperti ini,0,0.0
31017,kongres udah pasti ricuh,0,0.0
31018,gmki hmi pmii dll kalo kongres sama aja euy😂,0,0.0
31019,kita yang islam jangan balas kelakuan umat sebelah dengan komen jelek ketimbang jadi dosa buat kita kita agama islam mengajarkan kasih bukan kasih paham,0,0.0
31020,kongres kudacuki ini depe nama🤣,0,0.0
31021,oten 🔥🔥🔥,0,0.0
31022,kok bisa bilang anjing dlm peribadatan gmki,0,0.0
31023,panitia pelaksana klarifikasi peristiwa tersebut merupakan hal biasa ? wowwwww,0,0.0
31024,sama ae,0,0.0
31025,stres ngurus skripsi,0,0.0
31027,@virgo ternyata bener juga apa kata christina ginting😁,0,0.0
31028,jgn recok kalian la wey nnt kalau kalian ribut yg kenak fitnah nya kami,0,0.0
31029,yah kursi plastik kirain kursi besi yg kayak di kondangan😅,0,0.0
31030,agama damai🤭🤭🤭,0,0.0
31031,mulutnya kebiasaan nyebut2 anj,0,0.0
31032,endingnya gimana ini,0,0.0
31033,btw itu konteks nya kenapa ya?,0,0.0
31034,tidak mencerminkan kemahasiswaan kristen ini mah,0,0.0
31035,ajaran cristina ginting dan edis tv 😂,0,0.0
31037,pendapat anda tentang ini bagaimana? @karyadiyadi978 ☺☺,0,0.0
31039,kok bgtu kata2nya,0,0.0
31040,pendapat anda tentang ini bagaimana? @admin surga2 ☺☺,0,0.0
31041,agama kasih konon 😂,0,0.0
31042,mahasiswa apa ini? 😂,0,0.0
31043,adeuhhhh mencoreng nama nasrani aja,0,0.0
31044,lo heh 🤣,0,0.0
31045,inilah organisasi yang mengatasnamakan agama tapi sebenarnya untuk kepentingan pribadi 💯,0,0.0
31046,pertanyaanku cuma 1 ini mereka ribut masalah apa? kelau sesama agama ributnya berarti ada kesalah pahaman kalau antar agama berarti ada provokator itu aja sih intinya,0,0.0
31047,lucunya oten hahahahahahahaa,0,0.0
31048,@dondy tan @ᗷᗩᑎg z 01 official @yusuf pi 9 @mualaf prince real1 @dedekyahdiman @,0,0.0
31049,yg ngomong kasar tuh di proses,0,0.0
31050,crows zero yg ke brapa ini🗿,0,0.0
31051,anjjkjj dudukkk 😭,0,0.0
31052,mana kasih tuhan dalam diri kalian bro?,0,0.0
31053,edis tv bangga dg ini 😅,0,0.0
31054,sopan sekali 🙃🙃,0,0.0
31055,hal biasa kayak gitu jangan dibiasakan,0,0.0
31056,ajaran kasih paham nih bos,0,0.0
31057,knp musti pke anj sih 🤨,0,0.0
31058,mau apa pun bebas kannudah percaya jd pasti masuk surga ya kan,0,0.0
31059,bahasa keren ya hebat,0,0.0
31060,ini lah ajaran kasih😂,0,0.0
31061,tebak pakan,0,0.0
31062,ini bukan kristen kristen yg artinya pengikut kristus namanya pengikut pasti dia mengikuti apa yg di katakan ini salah satu paling utama apa yg di katakan yesus kasihilah sesamamu seperti kamu mengasihi diri sendiri,0,0.0
31063,bagi mahasiswa seperti gini biasa dinamis namanya biar darah muda tersalurkan mantap,0,0.0
31064,gerakan mahasiswa islam juga gini,0,0.0
31065,🪑 wuiiiiii misii bg🙏,0,0.0
31066,mantap lanjutkan 😂😂😂,0,0.0
31067,rame rame lgi pada ngapain tuh 🤔,0,0.0
31068,yg ginian kok ga diposting abu janda,0,0.0
31069,domba saling bertengkar biasanya ada anjing penjaga untuk mengendalikan domba agar tidak lari dari kandang 😬😬😬😁,0,0.0
31070,asli ajarannya cinta kasih,0,0.0
31071,haha rame nih aseekkk,0,0.0
31072,aihhh kasarnya,0,0.0
31073,mirip2 yee @tariooo,0,0.0
31074,hahaha iya kanda,0,0.0
31075,negara rusuhh🔥,0,0.0
31076,pdhal ada temanku baru mw ikut kuliah dsni,0,0.0
31077,apakah ini yang di namakan dosamu sudah ku tebus pinjam dulu seratus 🤣,0,0.0
31078,𝐦𝐚𝐧𝐚 𝐚𝐧𝐣𝐢𝐧𝐠 𝐧𝐲𝐚? 𝐧𝐚𝐧𝐲𝐚 𝐬𝐞𝐦𝐛𝐚𝐫𝐢 𝐫𝐞𝐛𝐚𝐡𝐚𝐧,0,0.0
31079,christians said love your enemies ini sesama kekasih saja lempar an kursi sebagai bentuk cinta ya😁 apalagi sama musuh pasti cintanya lbh besar,0,0.0
31080,i anjin9 duduk😂😂😂 spontan mereka berdiri😜,0,0.0
31081,biasanya🤣 joget,0,0.0
31082,segala makanan disebut,0,0.0
31083,pesta kursi😹,0,0.0
31084,aku islam sejak kecil aku gak suka debat agama aku lebih suka jadi pekerja keras juga sholat dan sholawat aku juga suka vidio pengakuan orang apa saja sebab2 jadi mualaf untuk pertebal iman islamku alfatekah amin,0,0.0
31085,aduh sa tertawa sampe cape,0,0.0
31086,ini sesama agama bukan membuat ricuh dengan agama orang lain,0,0.0
31087,kristina ginting lihat ini edi rk bommbo gmna nih,0,0.0
31088,🤣🤣🤣 hmi juga yaa ??,0,0.0
31089,rebutan opo to,0,0.0
31090,ajaran siapa ini😂,0,0.0
31091,pendapat anda tentang ini bagaimana? al@antony ajja ☺☺,0,0.0
31092,tidak berguna di hidupan saya dan saya tidak peduli,0,0.0
31093,@tukang komen njir melayang brutal kursi 🤣🗿,0,0.0
31094,untung gua islam 👍🏻☪,0,0.0
31095,koment sambil ketawa ngemil repeyek 😂😂😂😂,0,0.0
31096,agama kasih tu,0,0.0
31097,bener kata edistv oten ajaran kasih kasihan yg kena lempar😂😂,0,0.0
31098,apa kata kristina ginting tak ada damai,0,0.0
31099,kena la mau gaduh kawal la perasaan,0,0.0
31100,untung aku katolik🤭,0,0.0
31101,ajaran kasih paham 😂😂,0,0.0
31102,ternyata kami ngk sendirian🤣,0,0.0
31103,semestinya anda2 iangan memberi stigma perlakuan mereka yg tidak etis bukan manifestasi agama aka ttp setiap perlakuan yg tidak seturut dgn kehendak tuhan akan mjd tanggung jawab setiap pribdadj,0,0.0
31104,tebak agama ikan paus tapi bukan ikan🤣,0,0.0
31105,nggak apa apa kan dosa mereka sudah di ampuni,0,0.0
31106,sesuai ajarannya😂,0,0.0
31107,mon maap ini penyebab utama nya kenapa kok bisa chaos gini jadinya,0,0.0
31108,siapa suruh lo ngomong gitu ke temen sendiri,0,0.0
31109,mahasiswa punya ilmu dan etika kok bs kayak gini ?,0,0.0
31110,🤣🤣🤣🤣🤣 cristina ginting ajaran lu ini,0,0.0
31111,kasih sekali,0,0.0
31112,suzuran 😭,0,0.0
31113,baru denger di dalam ruangan ibadah nybut anj astagfirullah,0,0.0
31114,maaf saya ga berani ikut campur yeee beda user😂,0,0.0
31115,budaya kita memang harus dilestarikan,0,0.0
31116,ajaran yg slogannya ajaran kasih,0,0.0
31117,video kristen komen islam video islam komen kristen sudahlahhh capek,0,0.0
31118,christina ginting 😂,0,0.0
31119,hargai yg kristen yg agama lain jngn ikut bikin gaduh doakan saja tidk terjadi lagi,0,0.0
31120,edis tv mana edis tv tolong amankan,0,0.0
31121,@delon 🚀✨ bro temen lu tuh,0,0.0
31122,ini bukan anggota de pe er kan ??? 🙄🙄🙄,0,0.0
31123,tebak agama gyusss,0,0.0
31124,hmm waktunya tebak agama ygs🤣,0,0.0
31125,jam berapa mereka sholat berjamaah ?,0,0.0
31126,katanya agama kasih,0,0.0
31127,kira kira masalah nya kenapa?🙏,0,0.0
31128,oten mana nih🤣🤣🤣 komen kosong dari oten,0,0.0
31129,koq kaco bet sih🗿ya jelas mereka marah diteriakin anj pake mic pula plus diakhiri tawa kecil ckckck udah gt masih megang mic pula pake nanya mau apa kalian 🗿🗿ya menurutttt nganaaaa mau apa lagi😂😂,0,0.0
31130,ternyata benar kata @kristina ginting,0,0.0
31131,saya numpang ketawa 😂,0,0.0
31132,mantap lempar lemparan kursi,0,0.0
31133,sana sini sama aja,0,0.0
31134,tebak 🗿,0,0.0
31135,tenang dong atau mo log in ke kami? 😭,0,0.0
31136,saya lebih suka mahasiswa loh seharusnya lebih terpelajar lagi sudah sekolah 12 th ditambah lagi 4 th adab n ilmu harusnya lebih baik lagi gimana nanti kalu duduk sebagai anggota dewan kalu di hal hal kecil aja udah paa ricuh🙏,0,0.0
31137,aku tak melihat agamanya tapi status mahasiswa nya,0,0.0
31138,kan udah gw bilang bukan agama nya tapi manusia nya,0,0.0
31139,rebutan apa sih ??,0,0.0
31140,tebak agama boleh ga sih?,0,0.0
31142,panitia teriak a jadi pesertanya di anggap a heran,0,0.0
31143,indah ya rugi klw gak logout,0,0.0
31144,tebak tebakan yuk,0,0.0
31145,rebutan apa sih,0,0.0
31146,aura nya keliatan😏,0,0.0
31147,segitiga banyak manusia di bilang 🐕 ng satu org diem nol,0,0.0
31148,lo siapa yg tidak tersinggung dgn ucapan dr panitianya pasti para peserta nya tersinggung dan pasti terhadi kericuhan,0,0.0
31149,kocak 😁😅,0,0.0
31150,christina ginting ngomong apaan dah,0,0.0
31151,setelah ikut acara ini aku pingin langsung mualaf,0,0.0
31152,oh ini yg namanya ajaran ksih ya baru tau aku,0,0.0
31153,biarknsaja jngan balas dndam bukansolusi sbagaimulim jngan mnikuti napsu yg mmbawa prmusuhan,0,0.0
31154,ternyata gini maksud cristina ginting🤔 😳😅,0,0.0
31155,😂😂😂😂 jangan kasar 🙏,0,0.0
31156,acaranya damai tentram dan penuh kasih yach selamat buat panitia,0,0.0
31157,ajaran apa ini ketua,0,0.0
31158,bukan agama nya yang harus di salah kan tapi akhlak kita sebagai umat tuhan yang harus kita rubah😌,0,0.0
31159,saya merasa malu itu hanya oknum ya jangan bawa bawa agama,0,0.0
31160,kasihan anjing gak ikut kongres tapi nama dia disebut2 mending kalo disebut dgn lembut tp ini disebut dengan makin 😅,0,0.0
31161,gini toh cara mahasiswa kongres?,0,0.0
31162,serius mereka mahasiswa dengan attitude seperti itu ?? 😂😂,0,0.0
31163,kasihilah musuh mu bila di tampar pipi kiri kasih kanan atas dan bawah😂,0,0.0
31164,sungguh sangat damai sekali😂,0,0.0
31165,awal mulanya kenapa bang?,0,0.0
31166,potret mahasiswa indonesia,0,0.0
31167,suzuran is real,0,0.0
31168,mungkin ada di situ gugguk makanya d suruh duduk guguknya,0,0.0
31169,umat saya mang kitu,0,0.0
31171,mana kasih sayangnya 😂😂😂,0,0.0
31172,abu janda klo lihat ini no comment,0,0.0
31173,edisi tv harusnya ada di dalam sini,0,0.0
31175,agama protestan kyknya,0,0.0
31176,lah generasi skarang kok gitu ya pdahal nama organisasinya itu loh bubar ajalah,0,0.0
31177,miris inikah ajaran kasih yang selalu digaungkan😇,0,0.0
31178,sudah biasa begini di hmi pmii dll biasa,0,0.0
31179,apa yg di kata kn bu cristina trnyata benar ada nya,0,0.0
31180,itu biasa saja ajj 🗿,0,0.0
31181,sy kira cewenya mau teriak di mic seperti ini tes tes tes tolong air sup nya 😭,0,0.0
31182,bukan kah anda seorang terpelajar apa ke untungan berbuat semacam itu bukan kah anda sudah d bekali akal dan ilmu?,0,0.0
31183,miris liat komen nya indonesia minim toleransi,0,0.0
31184,pada ngapain sih,0,0.0
31185,panitia nya juga waduh,0,0.0
31186,cari yg ber marga komen😂😂,0,0.0
31187,ini gara2 edis ni,0,0.0
31188,ajaran kasih 👍,0,0.0
31192,kongres mahasiswa biasa memang ribut karna beda pendapat bagi gak biasa agak aneh tp itu biasa pas pemlihan ketua organisasi baik organisasi kristen gmki dan himpunan mahasiswa islam hmi ini hal biasa,0,0.0
31193,ribut gegara apaan siih,0,0.0
31194,si paling cinta kasih 😂😂😂😂,0,0.0
31195,konteksnya apa dulu masih g paham ni gw,0,0.0
31196,hal biasa🗿,0,0.0
31197,nunggu vt abu janda mau buat narasi apa lagi dia,0,0.0
31198,baru tau ternyata an g biasanyakan domba🤔🤔🤔,0,0.0
31199,kristina ginting lihat dengan mata ya,0,0.0
31200,ajaran kasih kah?,0,0.0
31201,judul sinetron nya please 🤣🤣🤣,0,0.0
31202,sm aku juga mualaf asal suku dayak,0,0.0
31203,itu knp nama hewan makanan oten disebut?🤣,0,0.0
31204,cristina ginting lagi propaganda di jerman kalian malah saling lempar aib tau😬,0,0.0
31205,mantap aku suka ini berantem terus kami nonton sambil nonton nin🥰,0,0.0
31206,sechaos apapun panitia gaboleh ada kata kasar bjir entah acara formal non formal itu udah gaada adab ngatain anj ke peserta meskipun nadanya becanda,0,0.0
31207,fakta ucapan kristina ginting,0,0.0
31208,benar juga kata edis😁😁🤣🤣,0,0.0
31209,itu sisi gelapnya gw pernah jdi anggota juga pas naik semester 2 gw milih fokus kuliah dan gak ikutan bgtuan 😂,0,0.0
31210,wow ajaran kasih🤤,0,0.0
31211,sangat penuh kasih,0,0.0
31212,ajaran kasih ya begini 👍,0,0.0
31213,sungguh kongres yg agamis😆,0,0.0
31214,perebutan persepuluhan 😁,0,0.0
31215,🤣😂😂😁😄😃😄 jemaat hancur sdh tdk punya otoritas 🫵🫵🫵 siapa yg besar di antara mereka 🙏🙏🙏👍👍👍🙏🙏🙏,0,0.0
31216,mahasiswa kok kayak gitu malu laaah,0,0.0
31217,ajaran kasih yg sabar dongg,0,0.0
31219,aowkaowk baru dapat satu contoh jelek gini rasanya seneng banget keknya🤣 apa karna susah nyarinya ya,0,0.0
31220,menghibur syekali 🤭,0,0.0
31221,astaghfirullaah manusia dipanggil anjing,0,0.0
