Komentar,Label,Label_Validator
sangking canggih nya jakarta jembatan krl nya jiga ikut maju,0,0.0
aceh mana?????,0,0.0
apakah content seperti ini awalnya penyebab perpecahan 🤔🤔🤔,0,0.0
dan yep jawa ujungnya yg kena,0,0.0
di negara jawa jd negara maju lewat sound horeg,0,0.0
njir coba liat di provinsi jakarta jembatannya malah gerak weh🗿,0,0.0
padang negara penghasil pedagang nasi tukang cukur dan tukang jahit,0,0.0
jakarta numpang doang di indo,0,0.0
mudah mudahan terjadi aminnn🥰,0,0.0
janganlah menghina suku nanti nyesal😁😁,0,0.0
medan gk di buat nihh,0,0.0
hati hati jangan pernah terpancing dengan adu domba saling menjelekan antar provinsi kita semua warga indonesia yang saling melengkapi satu sama lain jika terdapat kekurangan maka tugas kita untuk menyempurnakan,0,0.0
mmg cocok nya jd ris republik indonesia serikat,0,0.0
ini kalau bentuk federasi ya dan dulu juga ini pernah jadi salah satu pilihan sebelum jadi nkri pernah bacadibuku sejarah,0,0.0
ni miminnya g punya ide lain kyknya,0,0.0
ini adalah provokasi oligarki dan koruotor,0,0.0
jalan tol jakarta jalan sendiri bjir,0,0.0
iya njir cospley kereta,0,0.0
kirain jawa ada sound horeg😅,0,0.0
aceh jadi negara vrindafan suka makanan ternak,0,0.0
kan belum tentu,0,0.0
jembatan tol jalan bjir sungguh teknologia,0,0.0
semoga saja,0,0.0
seru bgtt jd rame 😂,0,0.0
yauda diemin aja para bocah anj ini guys kita yg waras berikan hal hal baik untuk negara kita terutama gen z yg punya kesadaran mulai dari hal hal kecil dulu aja seperti buang sampah pada tempatnya melestarikan alam dll ☺,0,0.0
indo kalo tidak ad korupsinya,0,0.0
sulawesi kerajaan nikal kalimantan kerjaan batu bara papua kerajan emas yang kaya siapa? yup pejabat bajingan,0,0.0
padang rendang bng,0,0.0
ai gk ngotak jambatan bisa bergerak kereta tembus bangunan🗿,0,0.0
mau ngarep apa kalo masih ada koruptor 😂,0,0.0
semua kaya akan alam makanya di kelola dalam satuan negara republik indonesia dan berdiri dalam satu negara agar kuat dari segi ekonomi kesejahteraan dan kuat dalam militer pergilah ke timor leste apakah mereka maju?? hasil bumi mereka di ambil negara asing yg bernaung di dalamnya mengontrol semuanya,0,0.0
papua nya kaya warga nya tatap sama,0,0.0
@dana railfans @ka pariaman ekpres @gilang maulana @fello chaniago @pp sdm bb 204 @𝙁𝙚𝙡𝙡𝙤 𝙍𝙖𝙞𝙡𝙛𝙖𝙣𝙨 🎟 alamak🗿,0,0.0
gw tinggal di banten itu masuk jawa gasi?,0,0.0
terus kalo lu bukan tinggal di jawa mau ikut jelek jelekin? bertanya dengan nada lembut,0,0.0
kalau secara pulau ya ikutnya jawa klo bahas provinsi budaya dll itu baru beda tpi klo secara pulau ya termasuk jawa,0,0.0
kasian jawa nanti jadi zaman kuno kalo gada suntikan dari prov lain,0,0.0
meanwhile riau,0,0.0
markas koruptor dimana,0,0.0
indo tanpa korupsi kek gini 🥰,0,0.0
day 1 ngeprank org day 1 ngeprank org day 1 ngeprank org selengkapnya,0,0.0
pasti maluku sama papua yang paling kaya,0,0.0
rip sdm indo🗿 liat komen nya wkwkwk,0,0.0
komennya ngapa pada bawa bawa jawa si? minus attitude bgt kayanya,0,0.0
berarti jawa barat nyatu sama jawa yang lainnya?,0,0.0
yg aku heran bali hehehe jelas udah bayak orng luar pemilik y siapa puya konten y,0,0.0
sulawesi bang,0,0.0
koruptor mana tahan😁,0,0.0
emang beras kebanyakan dari jawa,0,0.0
ini dak cinta nkri isinya perpecahan saja,0,0.0
jakarta makmur kaya banjir 🤣,0,0.0
jngan sampe lahh kasihan aceh sama sunda yg brtahan hidup di jakarta mau dapet cuan drimana lg nanti,0,0.0
pisah biar adil,0,0.0
ini kenapa komennya menjelekan suku ya kan semua suku itu indah dan kaya akan budayanya,0,0.0
ini menceritakan pada masa nusantara alhamdulillah skrg menjadi indonesia hingga akhir semoga kejayaan akan kembali seperti dulu rakyat nya sejahtera dipimpin yg amanah 🙏🙏🙏🙏,0,0.0
plis musik nya kayak garuda gems🙂,0,0.0
serius ini sumatra kalimantan sulawesi nusa tenggara gak ada?,0,0.0
kalo dulu gada nkri apakah kerajaan akan terus berlanjut,0,0.0
singapore karna jalur perdagangan klo jakarta apa😭 di sana jadi kota seperti sekarang karna hasil sumatra kalimantan dan pulau2 di timur,0,0.0
aku salfok sama keretanya itu kok bisa tembus🗿,0,0.0
jujur aja kalo menurut ku kalo setiap provinsi membuat negara masing masing kemungkinan negara lain akan lebih mengambil tanah indonesia yang suerpenc,0,0.0
lebih kasian ke papua,0,0.0
mending gini gk sih daripada dibawa ke pusat semua sda dari daerah,0,0.0
timur leste dn papua nugini skrng gimn ??? maju ? atau msh dimnfaatkn asing,0,0.0
tapi itu cuma ai,0,0.0
penghambat ntt untuk maju,0,0.0
kak jangan buat negara kita terpecah belah kita harus jaga negara kita baik buruk nya ingat warisan nenek moyang kita pahlawan kita 🙏,0,0.0
selma kasus korupsi di indo blm bisa diberantas maka indo akan tetap seperti ini adanya bgmn mnurtmu,0,0.0
tampa korupsi ia,0,0.0
papua emas sulawesi nikel kalimantan batu bara sumatera oil gas timah jawa bikin anak trs bikin kampung dsna😆,0,0.0
kasian orang jawa mau makan apa nanti 😁😁😁😁,0,0.0
bisa juga tuh ttp indonesia tapi ada bbrpa negara bagian lebih baik sperti itu sih gmna masuk gak min,0,0.0
gambaran saja kenyataan bya dalam mimpi hebat penjabata negri kkonoha orang luar mentertawakan negri ini ya tuhan ap yg terjadi kedepannya,0,0.0
jangan pisah entar pejabat mau makan apa sayang loh kalo anak istri mereka jadi kelaparan kalau rakyat yang sudah tua renta kelaparan gapapa mati pun gapapa,0,0.0
oh tidak slmnya nkri,0,0.0
kita susah brkembang krn negara kepulauan akomodasinya mahal klo tiap pulau mengelola sndri sda bs jd spt di video,0,0.0
kalau aceh kyak brunei,0,0.0
republik palembang pusat pembelanjaan rendang 🗿😹,0,0.0
kalo banyak tikus di masing negara itu gimana ya🗿,0,0.0
aceh gk ad toh yg m,0,0.0
sumatera kog gak ada? emangnya jakarta dan pulau jawa itu hidupnya disupport darimana?,0,0.0
nusas tenggara,0,0.0
@partaigerindra liat noh,0,0.0
kan karena jawa udah banyak pembangunan duluan,0,0.0
seluruh indonesia di kuasai pusat yang kaya makin kaya yang miskin merajalela,0,0.0
masyaallah 🥰,0,0.0
jangan nanti jawa ga bisa ngerantau ga bisa bikin macet kota orang 🤣,0,0.0
jakarta makmur? haha kocak pangan ae masih beli berass,0,0.0
gorontalo jadi apa🗿,0,0.0
@what s your name??,0,0.0
2030 masih 5thun lagi,0,0.0
pertama lenyapkan korupsi,0,0.0
jawa bg,0,0.0
klo serluruh pulau bikin negara sndri akan terlalu mudah di jajah negara lain tnpa kita sadari kita lg di adu domba biar indonesia terpecah belah,0,0.0
bro konten lu maksudnya biar apa,0,0.0
palembang keras dekss 🔥🔥🔥,0,0.0
di jakarta jalan tolnya berjalan 🗿,0,0.0
vibesnya kek drama kolosal nggk siehhhhhh🥰,0,0.0
ga ada korupsi,0,0.0
hasil nya tanah papua yg maju pulau jawa,0,0.0
yang banding2 in ga inget umurr,0,0.0
jalan berjalan 😂,0,0.0
portugal juaraaaa 🥰,0,0.0
@tanitaaa ihh keren,0,0.0
iyo keren coy,0,0.0
lanjut scrol aja komentar nya sdm tinggi semua😏,0,0.0
binjai ama medan lah masak kami di lupain,0,0.0
republik padang😂 pasti yg bikin orang yg di pulau jawa yg tau nya sumbar itu cuma padang dan padang🤣,0,0.0
jawa it is badhokan soto lamongan dodol garut tahu sumedang pecel kediri dll,0,0.0
mimpi aja dulu apalagi dengan negara kita yg serakah mana bisa maju memajukan perut masing2 bisa jadi,0,0.0
👍👍👍setuju dr pada kayak skrg tambah miskin,0,0.0
indo di 2030 udh kg ad di peta dunia,0,0.0
pov iindonesia kalau ga punya pemerintahan korupsi ups😚,0,0.0
gw setuju,0,0.0
bhenika tunggal ika,0,0.0
kok banyak yg benci jawa yah ada apa dgn jawa?,0,0.0
rrs republik rakyat sumatera jadi negara terkokoh dr semua itu,0,0.0
yg suka menghujat adalah orang yang mainnya kurang jauh hanya dekam dikampung yg taunya dunia dalam kobokkan jdi muncul sifat jumawa,0,0.0
jadi asing gitu ya,0,0.0
tontonan pemecah bangsa,0,0.0
jaga kesatuan indonesia walau indonesia,0,0.0
stop membanding2kan antar provinsi ya lbh baik kita ambil sisi positif dri vid ini setiap provinsi punya potensinya sendiri2 dan potensinya bener2 potensi2 yg siap dan mampu diadu di dunia kalo dikelola dengan baik jadi tau kan kesimpulannya?,0,0.0
medan jadi perdagangan besi terbesar,0,0.0
liat komen jadi tau kenapa indonesia tidak jadi negara merdeka sendiri,0,0.0
@syafaaa sukaa matcha🍵 lamun beneran urang bisa bulak balik ka luar negri tiap hari sap,0,0.0
lbh baik pisah lebih tercipta keadilan sosial bagi seluruh rakyat indonesia sih sapa tau mrk bs sejahtera dr segi ekonomi dan makmur,0,0.0
ini klo gapda koruppp,0,0.0
bandung kak,0,0.0
tapi kalo dimanfaatkan sumber daya alamnya indonesia gak mau jadi darimana cara supaya maju?,0,0.0
bengkulu jadi london,0,0.0
nkri harga mati dari sabang sampai merauke dari pulo nias sampe ke pulo rote,0,0.0
medan punya kerajaan besi🗿,0,0.0
indonesia ga dasar nya,0,0.0
republic padang 🤣🤣🤣🤣🤣🤣,0,0.0
ai lagi ai lagi😌😌,0,0.0
save raja ampat save raja ampat save raja ampat save raja ampat save raja ampat save raja ampat save raja ampat save raja ampat,0,0.0
mendingan gini gak sih,0,0.0
terpisah tapi di jawa masih pake nusantara🥰 berarti ujung2nya jadi serikat,0,0.0
sebenarnya ai itu banyak macam y guys edit vidio ini animasi paki apk apa si,0,0.0
bagus juga tuh bendera sumbarr,0,0.0
bhineka tunggal ika🥰,0,0.0
pemerintah kaga ada yang bener negara kaya rakyat melarat,0,0.0
negara asing waduh santapan empuk nih,0,0.0
asia selatan india dulu tuh satu wilayah atau satu negara tapi akhirnya mereka berpisah karena tidak bisa menerima perbedaan dan juga adu domba dari negara barat indonesia nih keren lo masih bineka tunggal ika ini opiniku aja bisa diluruskan kalo salah🙏,0,0.0
mugen tsukoyomi,0,0.0
semoga tidak seperti itu negara kita selalu bersatu indonesia jangan mau di pecah belah,0,0.0
tol berjalan 😭,0,0.0
yg dulu ingin menjadi indonesia emas sekarang itu adalah sebuah hayalan saja,0,0.0
@rasta save raja ampat save raja ampat save raja ampat ...,0,0.0
bang versi maluku utara dong,0,0.0
indo bisa kek gini klo tikus itu ngga korup,0,0.0
ini yg saling menghina kalian masih warga indonesia bukan?,0,0.0
kapan ya bisa kayak gini,0,0.0
@rell gimana mau maju yang komen aja ngebandingin provinsi,0,0.0
@ann ngeliat komentar pada saling hina kaya gini bersyukur banget dari kecil di ajarin toleransi,0,0.0
@ann ngeliat komentar pada saling hina kaya gini bersyukur banget dari kecil di ajarin toleransi,0,0.0
indonesia kalo ga korupsii,0,0.0
ayo merdeka😳,0,0.0
natuna masih aman,0,0.0
medan kaya akan degan sawitya,0,0.0
harus nya kondisi indonesia ketika tidak ada yang korupsi,0,0.0
harusnya indonesia beneran kaya gini,0,0.0
tambangg?? whatt,0,0.0
dimana sumber daya alam,0,0.0
miris bgt komennya pada gabisa toleransi,0,0.0
pada nyadar ga si jakarta jembatannya bisa begerak,0,0.0
pemain naturalisasi bingun mau main di mana🤣,0,0.0
lah jembatan nya gerak njir🗿,0,0.0
pekanbaru bg,0,0.0
pantesan rajaampat di rusak,0,0.0
yg membuat indonesia bubar itu pemerintahannya lihat saja skrg masih ketolong sda nanti klo sda dah hbs lihat aja pesimis bget indonesia emas,0,0.0
negara sumatra 😁😁,0,0.0
pejabat papua gede banget cuy agak kaget eh ya gak kaget si,0,0.0
@ann ngeliat komentar pada saling hina kaya gini bersyukur banget dari kecil di ajarin toleransi,0,0.0
kerajaan bali sih bagus bgt,0,0.0
@lvincaa pusat perdagangan cikuy,0,0.0
kalau mau makmur maju kayaknya harus berpisah 1 pulau jadi negara tp itu sih menurut ku kalau menurut mu gimana,0,0.0
jabar bukan jawa beda sendiri 🔥,0,0.0
kerajaan muliono,0,0.0
mnding gni katakuu biar kalo ad yg korupsi yg kena imbas cmn daerah itu tok ga smuanya wkwk,0,0.0
budaya apa yang jawa punya ya?,0,0.0
kaget sm komennya🙏🏻,0,0.0
makanya kagak usah pada koruptor biar negara kita ini nyaman,0,0.0
ya asik,0,0.0
imajinasimu good provinsi maluku utara akan menjadi seperti negara singapur karena hampir tiap kabupaten kota mempunyai pertambangan😃,0,0.0
apa guna nya ai ini ???,0,0.0
@𝕾haa 🦢 maaf oot guys jangan terkecoh sama story gerindra bukan apa apa ya tapi aku rasa itu buat ngalihin perhatian kita sama berita raja ampat nah pas udah redup beritanya baru lah mereka lanjut lagi menambang karena di situ ada kata sementara jadi tolong banget naikkin terus hastag saverajaampat jangan berhenti sampe mereka berhenti juga saverajaampat,0,0.0
pahami bhineka tunggal ika biar maju bersama sama untuk indonesia emas 🙏,0,0.0
udah paling bener jadi ris negara federasi,0,0.0
kalau padang jadi negara aja masih bisa bangkit sih karena orang minang bisa berdagang yang baik,0,0.0
kalau jadi pisah jawa akan mati kelaparan 😂😂,0,0.0
ngeliat komennya langsung syok dan reflek ngomong pantes indo gamaju warga nya aja gini,0,0.0
bisa aja terjadi itu kalo di indonesia ga ada yang korup,0,0.0
nggk semudah yg di bayangkan 🤣🤣🤣,0,0.0
hahaha kocak ngakak banget baca komenannya,0,0.0
kalo sampe indo pecah giman😳,0,0.0
aneh apanya ? itu tandanya kita hebat,0,0.0
itu hanya mimpi😂,0,0.0
kalimantan sumatra papua jelas maju alam nya kaya,0,0.0
aceh di lupakan,0,0.0
medan madura limbah besi,0,0.0
jakarta tanpa papua bisa apa,0,0.0
ini gambaran kalau ris kah?,0,0.0
jangan dong nanti susah urus paspor nya😭,0,0.0
kalo gk korupsi,0,0.0
jika itu akan terjadi mungkin kita membentuk perserikatan,0,0.0
kalo merdeka jawa lebih maju kalian baru bangun jawa udah punya 2 kerajaan jogja sama solo,0,0.0
papua paling kaya jawa paling susah 😳,0,0.0
lebih cocok gini?,0,0.0
semua muanya ai gacapek emang,0,0.0
jawa bukannya ada horeg ya😂😂,0,0.0
@putri @griźllynn guys jangan terkecoh sama story gerindra bukan apa apa ya tapi aku rasa itu buat ngalihin perhatian kita sama berita raja ampat nah pas udah redup beritanya baru lah mereka lanjut lagi menambang karena di situ ada kata sementara jadi tolong banget naikkin terus hastag saverajaampat jangan berhenti sampe mereka berhenti juga saverajaampat,0,0.0
persatuan tanah melayu raya sumatra,0,0.0
gua sunda bukan jawa tapi sunda juga berdiam diri di pulau jawa,0,0.0
liat komennya malah ngerasa negara ini pasti sulit majunya 🗿,0,0.0
tau gitu gini,0,0.0
papua ga bakal begitu sih isinya bakalan rame orang mamarika🤣,0,0.0
riau jagan lupa boss kami minyak bawah atas minyak sawit😎😎😎😎😎😎😎😎😎,0,0.0
oh jadi gini ya kenapa tiktok disebut aplikasi penurunan iq komentar lah yang membuktikan,0,0.0
akan kah indonesia menjadi nusantara dan dipimpin oleh raja kembali? semoga jangan ya,0,0.0
jangan ngarap ini aja papua kacau persiden ga bisa bertindak wkwk😹,0,0.0
kapan terjadi??,0,0.0
benerin sdm indonesia dulu ajadeh,0,0.0
mereka melupakan kalimantan salah satu pondasi sumber daya alam terkaya bersama papua,0,0.0
negara medan pusat jual beli besi internasional,0,0.0
jakarta jadi kota emang duit dri mana kalau bukan dri papua?,0,0.0
ris republik indonesia serikat 😲,0,0.0
aceh dan kalimantan lh yg plg maju,0,0.0
jakarta makmur🤣🤣🤣🤣,0,0.0
bahaya ini sd bagi2 indonesia,0,0.0
@rell gimana mau maju yang komen aja ngebandingin provinsi,0,0.0
jan saling hina lah woy🥀,0,0.0
save nkri,0,0.0
jakarta sama seperti singapore? hahah ngarang aja min jakarta ga ada sumber daya sama sekali disana setau saya yg paling makmur itu sumatra papua dan kalimantan,0,0.0
makmur kayak singapura,0,0.0
membayangkan betapa sejahteranya kalimantan saat minimal bentuk bangsa ini seperti usulan moh hatta mungkin kami di kalimantan tidak lagi kesulitan akses jalan yang kek,0,0.0
indonesia ris ya dlu pernah,0,0.0
dari dulu ngablu menghayal paling enak 🤣🤣🤣,0,0.0
orang yang komen jangan sampai pisah nanti orang jawa makan apa? blud tak tau kalau jawa lubung padi terbesar di indo btw singapore tuh gaada apa apanya juga maju,0,0.0
ai nya pakai apa ya?,0,0.0
klo sdah bukan indonesia knpa harus ada kata nusantara😂😂😂,0,0.0
usulan ini pernah dicetuskan oleh bung hatta tapi tidak disetujui oleh bung karno you know lah ada udang dibalik batu 🤣🤣🤣🤣,0,0.0
akun pengadu domba,0,0.0
aamiin 🤲,0,0.0
palembang gimana,0,0.0
in another life indonesia be like this coba aja pemimpin dan orang orang di dalamnya punya iq tinggi dan bertanggung jawab semua pasti makmur nih negara,0,0.0
ini yang aku maksud memang harus pulau atau provinsi besar di indonesia harus merdeka sendiri,0,0.0
terlambat bsrkembang krn pemegangnya haus kor up😭,0,0.0
riau penuh pokok sawet,0,0.0
terus siapa yg jadi presiden atu rajanya😂😂😂😂,0,0.0
gabisa dihapus co,0,0.0
tunggu kok bisa jakarta bisa jdi negara maju emang ada apa di jakarta kalo pecah investor pasti pergi keluar,0,0.0
lebih baik da4ah mengurus wilayah nya masing2 negara federal itu solusi untuk indonesia,0,0.0
konten niat nya apa coba nama nya negara kesatuan dan apa semudah itu negara mau di pecah belah pejuang kita dulu tdk mengenal suku,0,0.0
kenapaa kita gajadii indonesia serikatt ajaa yaa???,0,0.0
provinsi jakarta?,0,0.0
bjirr jakarta bukan keretanya yang maju malah jembatannya😂😂😂😂,0,0.0
indonesia tanpa koruptor,0,0.0
indo sdm rendah🗿,0,0.0
kelihatan ya indonesia masih mudah di pecah belah tidak ada kesatuan kerukunan,0,0.0
kasiann jawaaa nntii,0,0.0
kalo gaada koruptor kita udah sejahtera,0,0.0
vt pemecah belah,0,0.0
yakin jawa barat bakal jd satu sama jawa yg lain nya 😅,0,0.0
banyak sdm rendah males kasian para pejuang yang menyatukan indonesia pada zaman dahulu malah gini anak cucunya😭,0,0.0
dipecah juga kalo sdm ga berkualitas bisa apaa? sumber daya alam banyak tapi kalo ga ngerti teknik pengelolaannya paling cuman nyengir,0,0.0
banyak orang kagak sekolah to di sini,0,0.0
ai mulai menguasai dunia 😌,0,0.0
dulu udah pernah dibikin namanya indonesia serikat makanya baca sejarah,0,0.0
lebih baik negeri sendiri dari pada gabung dengan jawa,0,0.0
jawa ya ky konoha yg sekarang,0,0.0
bangun bangun dah siang 🤣,0,0.0
mimpi jgn tinggian tar jatuh sakit,0,0.0
lombok mana,0,0.0
negara2 di eropa kan kaya gitu,0,0.0
bumi kalimantan menerangi pulau jawa🤭,0,0.0
jawa 🔊🔊😅😅,0,0.0
mudah mudahan terwujud,0,0.0
kalau sulawesi ada masx juga nikelx,0,0.0
bro melupakan riau atas dan bawah bumi minyak,0,0.0
suka ngebayangin gimana kalo tiap pulau merdeka padahal sda melimpah tapi masih berkembang dst,0,0.0
komen nya ada masalah apa si ko bandingin antar provinsi?,0,0.0
dan di atas mereka ada sunda empire,0,0.0
sambal jawara,0,0.0
sanking canggih nya republik jakarta sampek ada jalan yang jalan🗿,0,0.0
palembang republik rendang 😹🤭,0,0.0
komen2 dikira setelah merdeka sendiri2 langsung jaya 🤣 lupa kali timor2 setelah merdeka malah mlarat,0,0.0
keren ya jakarta saking majuny jembatan bisa gerak 🗿,0,0.0
jakarta rel mrt nya yang jalan 🤣,0,0.0
negara serikat,0,0.0
udah ih kita tuh sebagai warga negara indonesia harus bersatu berbeda beda kita teguh bercerai kita runtuh,0,0.0
jakarta keburu tenggelam,0,0.0
gua stuju dijadiin negara sndiri,0,0.0
pulau jawa akan tertinggal jauh dari apa yg dirasakan sekarang,0,0.0
komennya lucu yaa seakan pulau jawa bakal jadi pulau miskin karena mikirnya pulau jawa gada sda but asal kalian tau yaa singapura negara yang jelas miskin dengan sda tapi malah jadi negara maju negara kaya jadi dapat disimpulkan ya kalo kaya akan sda tidak menjamin negara nya menjadi kaya ataupun maju,0,0.0
gausah lagi bikin kayak gini2 lagi ya jd perpecahan dan saling hina padahal pendahulu sudah bersumpah di sumpah pemuda,0,0.0
riau tertawa melihat ini 🗿,0,0.0
2030 semua akan terwujud,0,0.0
jakarta nk ngandalin apo sda dk do,0,0.0
akan mudah di kuasai negara lain,0,0.0
dampak jika aceh pisah dengan indonesia 1 dampak ekonomi kehilangan sumber daya alam aceh memiliki sumber daya alam penting bagi indonesia seperti minyak dan gas 2 ganggu investasi ketidakstabilan politik akan membuat investor ragu menanam modal di indonesia karena di anggap tidak stabil,0,0.0
elle jakarta kayak nya macam udh negara terpisa dri dulu selalu di utamakan negara tetap begitu aja,0,0.0
pov indonesia tanpa korupsi,0,0.0
miris bgt liat komen pada hina an gitu beruntung bgt dari kecil uda di ajarin toleransi,0,0.0
pliss utamakan toleransii,0,0.0
lebih percaya yg sudah sih dikeruk habis terus diterlantarkan makanya ada semboyan tunggal ika karna kita berbeda tapi satu jua itu yg bikin kita bisa se hebat saat ini tetap bersatu dan jgn terbelah tau kan siapa yg mengendalikan ai siapa dan mau apa atas pertunjukan ini,0,0.0
negara ini terlalu banyak melihara tikus jadi bnyak hama sehingga menghambat pertumbuhan dari segala sektor,0,0.0
kalau dari dulu ngak ada tranmikrasi mukin bisa ?,0,0.0
indo paling bnr ganti rakyat aja jir,0,0.0
iya bisa sesuai yg proyeksikan ai kalau gada koruptor,0,0.0
habib dan gus gus an,0,0.0
kalo nggk di korupsi mah bisa😭,0,0.0
tapi terlepas dari banyak hate komen melihat kalau ini menjadi kenyataan semua daareh keren punya keunggulan nya masing,0,0.0
kami orang ntt cukup jadi turis😅,0,0.0
pontianak jadi hongkong,0,0.0
pemerintah harus tau nih,0,0.0
sulawesi ndk di anggap 😌,0,0.0
jakarta makmur dari mana kocak orang hasil sda di seluruh indonesia disedot ke jakarta semua kok,0,0.0
liat kualitas sdm lah korup korup korup,0,0.0
enak papua,0,0.0
korupsi di mana2 gimna mau maju indonesianya😅😅,0,0.0
raden wijaya dan gajah mada bilek capek capek gua satuin nusantara,0,0.0
kalimantan ga ada kah?,0,0.0
pancasila persatuan indonesia udah mati ya wkwk kaya pada gk sekolah pancasila udah kaya omongan kosong kayanya bagi mereka😞😞😔,0,0.0
waduhhh tapi jawa ada dimana mana gimana dong solusi nya,0,0.0
jawa mau makan apa jawa mau ditampung dimana jawa jadi apa begitulah jeritan org daerah terisolir 🗿,0,0.0
pas jakarta kok jembatan nya jalan😹,0,0.0
ternyata indonesia indah banget punya semuanya,0,0.0
menyala padang,0,0.0
jakarta akan kaya apa?? ya pengasilannya apa ya,0,0.0
klo untuk keadilan sosial dan kesejahteraan setuju aje,0,0.0
dan jauh lebih sejahtera sebenernya 😂😂,0,0.0
jawa adalah koentji 😎,0,0.0
apalagi kita bersatu seperti saat ini harusnya maju dan makmur andaikan koruptor musnah dari negeri ini pasti semua rakyat sejahtera dan makmur,0,0.0
ketika pajak di gunakan dengan baik,0,0.0
koruptor apeeeniii😋,0,0.0
menghayal ????,0,0.0
setuju banget🗿,0,0.0
jika dipecah bisa semaju itu tapi kenapa digabung kok malah 😌,0,0.0
emanf harus,0,0.0
itu jg klo pejabatnya gk korupsi dan kekayaannya dikelola dg baik bisa seperti itu klo sebaliknya contohnya papua nugini dan indonesia semuanya dikorupsi cuma kotoran doang yg gk mau 😭😭,0,0.0
maluku pusatnya ikan karena budaya maluku ikan makan ikan 👍,0,0.0
sumatra pasti maju,0,0.0
bali akan ekspor sabun mandi rinso panci gas minyak dari negara jawa😂😂😂,0,0.0
mimpi diulangi mimpi 😄,0,0.0
eh kok gd medan ku woi,0,0.0
yang jakarta malah jalan layangnya yang gerak,0,0.0
lu liat aja komen2 nya gmn indo mau maju wkwk,0,0.0
negara maju itu tergantung sdm nya bukan sda nya,0,0.0
jgn pernah bersatu akn kuat bercerai akn mudah ditelan monster,0,0.0
jakarta bakalan jadi negara makmur? uangnya dari mana heyyy??,0,0.0
minirit ii🗿,0,0.0
orang orang yg mau misah dari indonesia tu bah pikiran sesaat,0,0.0
setengah mati para pejuang pejuang nenek moyang kite berjuang sampai jiwa raga melayang demi nkri sekarang pejuang pejuang medsos mencari pembenaran,0,0.0
apa tjuan kamu min buat video macam begini,0,0.0
krna udah jera dgn pemerintah nya,0,0.0
ini nm ny pmbdohan memecah nkri bukan menjaga,0,0.0
lebih ke muak sih kata gua mah,0,0.0
gimana mau maju kalau di korupsi 😏,0,0.0
jawa sih paling elegan,0,0.0
apa tu woi bangunan jalan,0,0.0
sy orang jawa bangga dn pasti maju karna di jawa banyak hamanya,0,0.0
yg komen2 jawa knp sih hampir semua presiden ri dari jawa loh,0,0.0
wkwkwkwk semoga terjadi,0,0.0
jakarta makmur kayak singapura?hahaha lawak apakah ini😂😂,0,0.0
borneo akan lebih baik dari yang sekarang,0,0.0
kalo bekasi jdi apa bg,0,0.0
dimana indonesia sebenarnya?,0,0.0
jkrt jadi kota makmur kyak singapura lucu wkwkwkwk🗿🗿🗿🗿,0,0.0
gambaran kalo pemerintah nya nggak korupsi,0,0.0
sama aja si kalo ada koruptor ga bakal maju negara ini,0,0.0
salahh jkt jakarta jadi atlantis😭😭🙏🏽🙏🏽,0,0.0
aceh bs jd lebih dri dubai,0,0.0
kami maluku senyum saja dengan hasil laut yg melimpah beserta rempah nya yg mendunia,0,0.0
lololo gak bahaya tah?,0,0.0
coba klo nurut sama bung hata mungkin gak seribet dan sesusah skrg indonesia😥😥,0,0.0
mana ada tanpa papua🤣,0,0.0
sepertinya lebih masuk akal jika indonesia jadi negara federasi,0,0.0
papuan kaya akan emas tapi percuma kalo individu dari papuanya tidak bisa mengelola kemungkinan hasilnya sama dengan afrika afrika lebih banyak emas nya satu dunia tau tapi apa afrika lebih makmur dan modern dari negara lainnya,0,0.0
teruslah menghayal,0,0.0
ttrus jawa tengah jawa timur jadi apa,0,0.0
kayaknya seruuu deh,0,0.0
republik riau tambang minyak terbesar,0,0.0
palembang jadi apa? palembang? 😌,0,0.0
hutang konoha siapa yang tanggung,0,0.0
bikin konten tnggung amat sekalian semuanya lah,0,0.0
silahkan kalu mau pisah sy orang jawa tp hdup sy dh pernah singgah di smua profinsi di indonesia dari dulu sampe skrng yg gk bs maju kota padang mau trima mau gk buktinya sampe skrng gk bs maju,0,0.0
admin jangan bikin beginianlah pahlawan dulu sampai berjuang hidup mati utk mempersatukan indonesia sekarang anda bikin kaya begini dimana jiwa nasionalis anda,0,0.0
bengkulu tambang emas dan batu bara perkebunan sawit,0,0.0
teros kalimantan gimana min,0,0.0
postingan yang bisa memecah belah nusantara,0,0.0
sampai mati tdk mungkin berpisah,0,0.0
ingat dulu ada negara madura,0,0.0
kaltim kalo mau merdeka ibukotanya sudah ada rakyat bisa di gajih tiap bulan tanpa kerja apa yg gak ada di kaltim batu bara sawit gas minyak semua ada berlebihan tapi janganlah kita terpecah kasian daerah yg penghasilannya sedikit dalam islam kita harus berbagi tidak buat kamu miskin salam nkri,0,0.0
jangan terprovokasi,0,0.0
tanpa jawa indonesia bisa apa pusat perekonomian sama perdagangan ada di jawa semuanya jawa adalah pendorong perekonomian terbesar se indonesia,0,0.0
jawa tidak banyak bercerita tidak suka banyak omong,0,0.0
di jakarta jalannya bisa jalan njir wkwkwk,0,0.0
mimpi lah sebelum mimpi di larang,0,0.0
logika aja klo emg bisa mengolah sda ngapain pke tenaga asing 😂 minimal tau diri sdm indo kek mana😂,0,0.0
