Komentar,Label,Label_Validator
mereka doang sih gua kaga gitu🗿,0,0.0
bertemu dengan orang pemikiran yg sama adalah sebuah keberkahan,0,0.0
tanda akhir jaman,0,0.0
ga semua laki gitu lol,0,0.0
up ges kalo ada pelaku pelecehan gausah pake sensor🙏🙏,0,0.0
sdm indonesia gawat darurat,0,0.0
biasalah platform kandang monyet😬🥱,0,0.0
abang gw emng ngeselin alhmdlh pikiran nya ml coc ea tsc roblox dll untung sifatnya lawak meski kadang cuek puarah gabisa masak masalah print sendiri aja masih gabisa 🥹 tapi pikiran gada yg aneh aja udh alhamdulilah,0,0.0
pda kebelet smua😹,0,0.0
dikit dikit cwo dikit dikit cwo anj 1 cwo blunder semua cwo kena sedangkan perempuan juga ada yang salah dari cara berpakaiannya,0,0.0
educate your son not only protect your daughters,0,0.0
terkadang ada beberapa cowo yg ga punya pikiran positif,0,0.0
gw split aja blom bisa njir 😐,0,0.0
gw cowo tapi gw gak gitu ya sumpah dah 🤞🏻🤞🏻 soalnya gw juga biasanya main sama cewe jadi gw tau gimana rasanya digituin 😔 savewomen,0,0.0
gimana negara mau maju? ada aja pikiran kotor anak anak,0,0.0
untung gw masih waras😹,0,0.0
gua sebagai laki malu tuh,0,0.0
sakit hati banget gua anj baca komen padahal kan ga semua cowo gitu tapi kenapa disini cowo yang paling rendah seakan wanita lah yang paling suci dan cowo yang paling hina😞,0,0.0
anak sekecil itu masuk dunia kejam🙏,0,0.0
ini beneran gaada tempat aman buat perempuan ya? 😔,0,0.0
dunia jahat bgt buat pra cwe😞😞,0,0.0
@aufa 🤍 pemikiran cowok tu kenapa sih?herannn,0,0.0
sekrng malahan cewek itu aset yg berharga njir,0,0.0
pennn maki plis🥰,0,0.0
org org sakit,0,0.0
menyeramkan sekalii 😭 tolong lindungi anak2 perempuan kita 😭😭😭😭,0,0.0
indonesia cemas,0,0.0
kan kena lagi😒😒,0,0.0
indonesia c emas,0,0.0
dikit icibos itu tuh bakat bukan candaan kalian bisa komen gtu bangga kah?,0,0.0
kak @naura ayu18 ?😭 knp di repost 😭😭😭,0,0.0
to share the awareness of where the problem actually came from,0,0.0
yang bener aja dibalas kak naura ayu mimpi apa aku semalam bangun bangun naura ayu membalas komentar anda 😭 @fikliya syakira,0,0.0
pantes nih negara ga maju rakyat nya aja pemikiran nya gini miris,0,0.0
ga semua cowok gitu apalagi aku juga cowok but this time im in the girls team cowok yang berpikiran negatif itu bisa aku prediksi mereka ngelakuin apa aja karena aku juga cowok aku juga punya temen cewek anggep aja namanya ss ini pernah cerita kalo dia tuh ga mau upload video atau foto muka body dan bagian tubuhnya yang lain karena dia pernah di komenin yang kayak di video so buat para cowok yang masih berpikiran negatif tolong ngertiin mereka cewek dan buang pikiran kalian yanh ga bijak itu,0,0.0
teach your son,0,0.0
di repost seleb🤭,0,0.0
sick sick,0,0.0
kasiann dia padahal cuma nunjukin bakat tapi kena pelecehan,0,0.0
bocil jaman sekarang begitu lah kak isinya otak nya begitu☹☹ gak tau sekarang cowok banyak yang mesum bikin cewek trauma☹☹ sebagai cewek aku marah banget savewoman savewoman savewoman savewoman savewoman,0,0.0
ga heran kok bahkan rata temen tongkrongan gua sendiri otaknya pada sakit that s why gua tinggalin tongkrongan model begitu,0,0.0
pliss lah gw liat di komen yang salah laki laki tapi nggak semua laki laki kek gitu cok,0,0.0
kenapa sih cowo ada yg kyk gitu,0,0.0
pembunuh paling kejam adalah perkataan dan ketikan,0,0.0
orang sakit anjirrr jahat bgt dah,0,0.0
aku anak karate yg lihat ini ikut skit hati sklii,0,0.0
yang komen gitu ga takut di tendang apa samaa cewe karate itu?,0,0.0
dunia ga aman buat perempuan,0,0.0
penyakit tiktok dan ig gila😛 yang normal cuman yt,0,0.0
emang bener sekarang orang2 pemikirannya pada kemana btw ide nya gmna?,0,0.0
lah tau ga apa yang gw pikir di otak gw waktu itu pas liat,0,0.0
wih gila jago bet kalo dapet kek gini bisa jaga diri plus ngajarin anak tapi minus nya gw salah langsung abis dah,0,0.0
wlaupun gw cwo tpi ngapain sih kaya ngelecehin gitu dlm bentuk kata mereka juga punya harga diri,0,0.0
kebelet ange generasi cemas,0,0.0
it s always ig reels,0,0.0
she just doing her talent🥀💔,0,0.0
nah sekarang terbuktikan? kalo rata pemikiran cwok selalu gitu? dan sering yg disalahin malah pakaian cweknya heran deh,0,0.0
bocil itu masih pke emot btu yng diatas 15 thun keatas mah jarang bukan ngebela emng bocil tuh pikirannya ktor terus,0,0.0
gua cowo liat ini yah fine sih biasanya gua ngebela cowo tapi kalo kaya gini yah emang udah terlalu keterlaluan cuman gua keknya yang masih waras 😌,0,0.0
gaya nyamping bisa kalii🤭,0,0.0
di suruh sehat sama negara yang sakit,0,0.0
make ni yg komen,0,0.0
gw ga ikut🙌🏻,0,0.0
namanya juga laki laki 😭😭😭🤣,0,0.0
kalian selalu ngajarin anak perempuan buat waspada sedangkan kalian ga pernah ngajarin anak laki buat menghormati,0,0.0
ga smua kya gtu,0,0.0
@dwitaa terbukti kan? yang salah bukan cara berpakaian perempuan,0,0.0
yang komen kayak gini kebanyakan yang suka nonton porn ngebuat otak mereka tuh 24 7 hal dewasa bahkan video bakat kek gini pun mereka mikirnya hal dewasa stop berfikir kotor pls video bakat aja komenannya hal porn otaknya sakit sih,0,0.0
waduh ini masuknya pmbullyan verbal ama pelecehan ga sih?,0,0.0
kebanyakan wanita trauma dengan laki laki all problems come from men,0,0.0
sulit menemukan tempat aman untuk perempuan,0,0.0
biasalah warga ig😂,0,0.0
otak ny cwo isi ny apn dah??,0,0.0
kpn mau maju klo msih kaya gitu🥲🥲,0,0.0
sudah kubilang tidak ada tempat aman bagi perempuan,0,0.0
@kentang rebus💫🎀 dunia terlalu jahat untuk anak perempuan,0,0.0
cowo gitu masukkin ke barak aja kang dedi mulyadii,0,0.0
kayak gitu masih ada yg bilang cewe yg salah dalam berpakaian 😂,0,0.0
ga ada tempat yang aman bagi perempuan njr,0,0.0
dia nunjukin bakat kurang jelas? bakat itu bakat dia,0,0.0
@ryuu 🧿 always protect your daughter never educate your son 💔☹,0,0.0
menujy indonesia emas🥀🥀😞,0,0.0
komen nya padaa astghfirullah🙃,0,0.0
mo pindah russia ae lah,0,0.0
menuju indonesia apa adick?,0,0.0
insane mind guard your body from flirtatious men,0,0.0
kebanyakan orang yang komen kek gitu nganggep cuma jokes tapi emang jokes kek gitu ga bisa di terima,0,0.0
yang komen disitu pada sinting heran😒,0,0.0
dunia bner ga aman buat perempuan,0,0.0
hai geys sorry bgt kalo oot aku minta doa kalian ya besok aku mau tes sekolah di sekolah impian aku doain smg lulus yaaaa🤍,0,0.0
@sdavinaganss menuju indonesia c emas,0,0.0
miris ya,0,0.0
gini indonesia maju?,0,0.0
padahal itu bakat yang semua orang gk tentu bisa lakukan😔💔,0,0.0
gw cowo tpi gw miris liat komentar cowo diluar sana,0,0.0
yaampun 😞,0,0.0
kok bisa sihh kalo aku sih udh sakit duluan😭,0,0.0
ngerti kan? masalahnya di siapa? selain di pemerintah? menuju indonesia cemas 2045,0,0.0
emang sdm sdm nya kek begitu gimana negara kedepan nya kalau omes semua orang orang nya,0,0.0
akuuu adaa ide😄,0,0.0
mau solat dulu ah🤲,0,0.0
tapi inget ga semua cwo,0,0.0
mau di kamar di rumah di luar rumah udh ga aman buat cewek cewek💔,0,0.0
miris photo,0,0.0
untuk cewek cewek tolong jaga dalam apapun itu karena pandangan cowok itu kemana mana sakit banget sih jadi cewe sering kena pelecehan😭😭😭,0,0.0
ga semua cowo pikirannya negatif coba lu liat dia dari sifat atau apa yang bisa lu liat dari dirinya,0,0.0
@rawrrr 🦖🦖 @zellindra always like this,0,0.0
menuju indonesia ©emas,0,0.0
gini reisko tinggal di indo,0,0.0
im not that bad,0,0.0
saya cowok savewomen demi kemuliaan🔥,0,0.0
mau pindah negara aja,0,0.0
educate your son please,0,0.0
aku salah ga kalau aku menganggap cat calling itu udah termasuk pelecehan? karna setiap aku mengalami cat calling aku selalu merasa risih dan mau marah,0,0.0
ini kasus kah? soalny baru baru ini dowload tiktok di suruh temen sekedar nanya ya 😄,0,0.0
kayaknya nama kita sama,0,0.0
@yuiicang kamu gabut apa ampe posting ulang ui,0,0.0
kamu bahkan gak paham kenapa aku repost video ini haha,0,0.0
@xyroo382 tt gw nge bug gabisa kirim pesan,0,0.0
disuruh sehat dinegara yg sakit,0,0.0
bisa di laporin g sih ini masuk ke pelecehan kan ?,0,0.0
indonesia cemas,0,0.0
gimana maju nya indonesi,0,0.0
its always protect your daughter but not educate your son,0,0.0
seremm anjir pemikiran cowo,0,0.0
kita hidup di lingkungan yg lakinya kental dengan agama tapi nyatanya negara ini tidak pernah menjadi tempat teraman bagi para wanita,0,0.0
gw aja ga kepikiran isi komen nya bakal gitu,0,0.0
itu maksudnya ny apa,0,0.0
cowo menghilang dari lane 🤭,0,0.0
pemikiran trlalu biru 🥺,0,0.0
padahal pikiran ku tidak seperti itu,0,0.0
maaf lepas,0,0.0
what a shame,0,0.0
padahal dia cuma lagi meragain karate but why?????????? educate your son,0,0.0
jangan menormalisasi orang orang yang kek gitu,0,0.0
semua tempat tidak pernah aman bagi perempuan,0,0.0
educate your son,0,0.0
uda ga heran kalo cwo ig yg suka nya blg cwe standar tiktok ga sadar diri padahal dirinya sendiri hadehh,0,0.0
savegirl savegirl savegirl savegirl savegirl savegirl,0,0.0
i hate my country 🥀,0,0.0
kayaknya pikiran cowo bkep semua dah tetep waspada ya para cwe walaupun itu saudara ayah kalian,0,0.0
ini serius hampir semua cowo begitu?,0,0.0
ihh kok ke situ si padahal ini mau banggain gaya karate dia tau,0,0.0
aku cowok tapi salut sama cwe karate kara kmuu hebat mekkkk😘😘😘,0,0.0
galucu tau yang komen kayak gitu,0,0.0
makan ny aku g mw deket sm cowo ap lagi om aku kecuali ayah ak 😭😭,0,0.0
padahal itu salah satu bakat loh😭,0,0.0
sesusah itu cri cwok yg waras sekarang,0,0.0
@yen lol men,0,0.0
@orang yang mungkin anda kenal? 🗿,0,0.0
aku juga pernah kak sampai sekarang trauma nya😭,0,0.0
padahal keren banget lo dia kok komen nya pada jahat jahat gtu si,0,0.0
pikiran cowo apasih ih,0,0.0
so damn weird,0,0.0
jadi cewe ga aman banget😞,0,0.0
yang komentar pada kenapa sih 😭 anak kecil loh itu,0,0.0
it s true that a man s sins are most visible in his eyes😞,0,0.0
stres semua komennya njir,0,0.0
di posting ulang sama ka shadira,0,0.0
bukti kalo plchn tu bukan karna pakaian cewenya,0,0.0
pentingnya mendidik anak laki,0,0.0
yg komen kayaknya masuk ke grup fb yg viral itu ya? sakit semua😭,0,0.0
please educate your son parents this is horrible,0,0.0
miris bngt komentarnya😌 niat menunjukkan bakat malah secara tidak langsung kena pelecehan otak mesum semua,0,0.0
gak nyangka komen nya 😔,0,0.0
bnrn udh gila semua anj yang komen,0,0.0
hasbunallahu wanimal wakil,0,0.0
and they r mad when we said we chose bear,0,0.0
tuhan jangan sampai aku melahirkan dan membesarkan monster doakan anak lakilakiku menjadi anak yg sholeh ya temen2 sedari dini aku dan suami bener2 edukasi anakku bahkan ga boleh mandi bareng sama aku ibunya walau dia masih 1thunan dan papanya bnr bnr 80 protek anak laki2nya supaya besar tumbuh jadi manusia bukan monster,0,0.0
di post ulang syifa hadju,0,0.0
educate your son,0,0.0
you have keep strong women,0,0.0
miriss bgtt,0,0.0
zaman yg aneh otak isinya pekob dimana yg sukses dihina dan yg hina dibanggakan,0,0.0
bisa2nya kepikiran sampe ke sana orang lagi karate gue gak ngerti kok bisa jauh banget pikirannya,0,0.0
di posting ulang kak shafira firdaus,0,0.0
ya allah 😭😡😡😡😡😡😡,0,0.0
esdm tingkat merusak nama baik negara,0,0.0
tobat oii,0,0.0
educate your son,0,0.0
tergantung diri manusia diri sendiri plis bukan perihal agamaaaaa,0,0.0
@dwiputri @莎莎 mell🐣,0,0.0
gimana mau menuju indonesia emas klo warga ny aja gini? 🥀💔,0,0.0
that s why we are taught to control lust even that kind of thing is sexualized,0,0.0
protect your daughter nah now educate your son,0,0.0
gw ada ide🥰,0,0.0
minta ajarin dia kek gitu😁,0,0.0
@kentang rebus💫🎀 dunia terlalu jahat untuk anak perempuan,0,0.0
@ryuu 🧿 always protect your daughter never educate your son 💔☹,0,0.0
@d4nger0uslyyyyy educate your son,0,0.0
rusak rusak,0,0.0
geram ama komennya😹😹,0,0.0
gw cowo tapi tidak punya pemikiran negatif,0,0.0
@ryuu 🧿 always protect your daughter never educate your son 💔☹,0,0.0
and then yeahh menuju indonesia c emas,0,0.0
dia udah berpakaian tertutup ga bertingkah aneh bahkan nunjukin punya bakat bela diri pun masih bisa kena pelecehan??? yang gue ga habis pikir kasus kaya gini tuh banyak yang ga masuk akal korbannya ada dari wanita dewasa remaja bahkan bayi? kadang suka ngerasa sedih banget jadi perempuan kaya ga punya tempat aman,0,0.0
perempuan yang dianggap salah terus disuruh membenahi cara berpakaian sedangkan laki laki modelan begitu? mereka menjaga mata dan pikirannya aja ga bisa,0,0.0
@ 🐛🍋 🟩 kalo gini yang salah perempuan atau lelakinya?,0,0.0
yang cowo lah,0,0.0
educate your son,0,0.0
betul itu utamakan adab,0,0.0
yg komen kaya gitu kebanyakan masih sd sama smp itu😭😭 miris banget sama anak jaman sekarang,0,0.0
ditambah lagi foto profil nya pake foto orang ga banget💔,0,0.0
ga masyarakat nya ga negara nya sama sama gila,0,0.0
gila ya masih minor loh tapi rata yang comment juga masih minor😔😔 pls untuk kalian mama atau bapak edukasi anaknya ya kasian kalo di biarin terus kaya gitu berdampak buruk bgt buat masa depan loh,0,0.0
but why? c mon dude,0,0.0
@ 💥 @g @cath 🐾 ya allah jaman sekarang ☹,0,0.0
kalau gk ada laki2 siapa yang lindungin perempuan? lindungin aku dari siapa???,0,0.0
pola pikir mereka tuh gimana sih,0,0.0
tau kan knp negara kita susah maju🥰,0,0.0
ngerti kan sekarang? yang bermasalah itu bukan baju tapi pikiran pelaku dan di indonesia bahkan pelaku malah di bela itu mirisnya pelechn bukan hanya tindakam tapi dari kata juga termasuk,0,0.0
protect your daughter ❌ educate your son ✔,0,0.0
terbukti pikiran seperti ini bukan cuman karena cara berpakaian seorang perempuan,0,0.0
dia cman mau tunjukkin bakat nya,0,0.0
@d4nger0uslyyyyy educate your son,0,0.0
intinya pola pikir dan cara para lelaki bersikap yg harus di perbaiki soalnya dari dulu para wanita mau kayak gimana pun jg bakal ttp di cap salah padahal para wanita jg pengen hak kebebasan yg sama para wanita jg ingin mengekspresikan apa yg ingin dia lakukan para wanita ancamannya cuman satu yaitu lelaki,0,0.0
jadi perempuan ga aman bgt pls,0,0.0
kenapa ya aku terlahir di negara ini 😔,0,0.0
pindah negara yuk🙂,0,0.0
padahal pakaian tertutup juga ga menjamin aman,0,0.0
plis tolol bgt anjr dijalan pakaian udh kyk ninja warior 🥷 pun masih kena cat calling 🤢,0,0.0
@ryuu 🧿 always protect your daughter never educate your son 💔☹,0,0.0
🥺🥺🥺 poor my gurl,0,0.0
iya emang sakit deh yg mikir gtu dlu gue seumuran dia pak celana panjang baju biasa pokoknya outfit dia bgt keluar trus di catcalling terus tiap aku lewat slalu di catcalling sm org yg sama dih? sakit sakit,0,0.0
masih salah perempuan??? fikir lah sndri,0,0.0
sedih banget bacanya,0,0.0
pada sakit,0,0.0
gua pernah main ke tempat wisata pake gamis tetep di lecehin 🙃,0,0.0
sick bgtt,0,0.0
sebenernya yg serba salah itu cwe ga sih?,0,0.0
educated your son,0,0.0
negara sakit pemerintah sakit warga sakit,0,0.0
iyo dis,0,0.0
poor girl 🥹,0,0.0
educate your son pls,0,0.0
educate ur son,0,0.0
miris 💔,0,0.0
ingat guys 𝗚𝗔𝗞 𝗦𝗘𝗠𝗨𝗔 𝗖𝗢𝗪𝗢𝗞 gw masih waras ya 🔥,0,0.0
@kentang rebus💫🎀 dunia terlalu jahat untuk anak perempuan,0,0.0
mostly bocil gue yakin,0,0.0
cabut gua anjir dri indo muak bgt sama negara ini,0,0.0
dunia terlalu jahat bukan berarti allah yang jahat tapi manusia,0,0.0
sintink tu yg komen,0,0.0
padahal cewe nya nunjukin bakat 😭😭,0,0.0
kalo masih ada yg nyalahin soal berpakaian atau sikapnya berarti tuh orang sakit sih emang pada dasarnya mereka aja yg kebanyakan nonton bkp dan berpikiran mesum ga bgt normalize educate your son,0,0.0
bener bener sakittt siii pemikirannya 😭 yaallah bisa bisanya 😭 lindungi keluargaku sekarang di masa depan yaallah 🥹,0,0.0
educate your son,0,0.0
ajarin gw karate dong udh lupa gw karena sabuk hitam gw kebakar 😁,0,0.0
positif tingking dan safety,0,0.0
sorry oot guys jangan terkecoh sama story gerindra bukan apa apa ya tapi aku rasa itu buat ngalihin perhatian kita sama berita raja ampat nah pas udah redup beritanya baru lah mereka lanjut lagi menambang karena di situ ada kata sementara jadi tolong banget naikkin terus hastag saverajaampat jangan berhenti sampe mereka berhenti juga saverajaampat,0,0.0
pls educate ur son,0,0.0
gak kebayang betapa nangis orng tua anak itu melihat komentar begituan😞,0,0.0
protect the girl child,0,0.0
itu taekwondo plss😭,0,0.0
poor country,0,0.0
yakan yang salah tuh emang gak sepenuhnya cewe educate your son,0,0.0
bener bener sakit anjir,0,0.0
indonesian cemas neuro activity,0,0.0
how can people,0,0.0
itu kayak taekwondo yang pomse ga sih yang koryo bukan karate 😭,0,0.0
the way my smile dropped 😑,0,0.0
miris bgt ya,0,0.0
sakit oy sakit,0,0.0
those people don t know ethics it s not the woman s fault but it s just that people have dirty minds,0,0.0
miris banget sama pikiran cowo sekarang,0,0.0
nggak di tik tod nggak di instagram sama aja njr💔,0,0.0
@yr cuba kau belajar karate,0,0.0
mmg bljr,0,0.0
educate your son ‼‼,0,0.0
sakitt bgttt ih astaghfir,0,0.0
p3l3c3han dimana mana rusak banget negeri ini😔,0,0.0
ngertikan knp allah ngumpulin mereka seminggu sekali untuk di ceramahin? ini salah satu alasannya😭,0,0.0
educate your son daughter and protect your son daughter,0,0.0
heran banget sama cara berfikir nya cowo cowo yang kayak gitu bahkan hal positif di buat menjadi negatif 😔 savewoman,0,0.0
pikiran cwo ih,0,0.0
dia masih kecil baju biasa celana juga biasa dia juga cuman nunjukin gaya karate tapi komennya emang anj,0,0.0
sakit bnget bacanya 💔🥺,0,0.0
its always protect your daughter but never educate your son,0,0.0
sakit dah tu orang orang,0,0.0
sakit hati bgt liat komenanya😭,0,0.0
ini komentar nya knp pada nyudutin satu pihak aja ya terus padahal harus nya yang di salahin itu oknum yang begitu tapi yang kena semuanya seolah olah memang semua laki begitu dan disini aku bukan membela yang komen kaya gitu cuman mau ngingetin aja kalo ga semuanya kaya gitu dan aku sebagai cewe juga pernah liat ada yang komen pelecehan dan yang komen itu cewe di video cowo dan kaya sengaja bgt jatuhin diri sendiri ngelecehin dirinya sendiri dan itu termasuk pelecehan walaupun laki juga jadi pelecehan itu tuh ga mandang gender jangan nyudutin satu pihak aja,0,0.0
dorang tahu tak electronic footprints itu wujud??,0,0.0
@x7yorrrn dipaksa sehat di negara sakit,0,0.0
educate your son,0,0.0
indonesia c emas,0,0.0
mana bangga bgt lagi mereka komen kaya gitu sakitt emgg,0,0.0
thank you for not censoring their usernames,0,0.0
menuju indonesia emas cemaaaaaaaaaas 💪😁,0,0.0
nemu kata kata di buku nih 🥀 photo,0,0.0
pemikiran cowo tuh kenapa si,0,0.0
kalo masi ada yang nyalahin pakaiannya fix sakit anj,0,0.0
orang debat mending ngopi aje lah 🗿,0,0.0
@ʚ ash ɞ,0,0.0
average siak,0,0.0
baguslah berarti orang indo normal😹,0,0.0
lah kocak,0,0.0
taukan yang salah bukan pakaiannya? 🥺,0,0.0
ya ttp aja mah kalau masih pakai pakaian terbuka gua cowo udh pasti tau pemikiran mreka semakin tertutup semakin sedikit kemngkinan untuk dia berfikir seperti itu bgitu juga dengan semakin terbuka semakin tinggi kemungkinan mreka berfikir seperti itu,0,0.0
less likely to think that way? please women get harassed whether theyre fully covered or not the problem isnt what they wear its how people choose to see them coba gue tanya emangnya anak kecil itu pakaiannya terbuka? ndak kan? tapi apakah itu mengurangi pemikiran lelaki yang biadab? no🙅🏻 ♀🙅🏻 ♀,0,0.0
its about chance di situ gua jelas semakin tertutup semakin kecil chance untuk lelaki berfikir seperti itu sebalik nya yg terbuka akan semakin besar chance untuk laki2 berfikir seperti itu i dont say like mau tertutp atau terbuka laki2 bakal berfikir seperti itu butt this about chance,0,0.0
indonesia win 1 0 brooo,0,0.0
ada yg bisa jelasin ngaa dia kenapa aku lagi gk mood cari jawaban nya plis,0,0.0
hadeh emang kudu ganti rakyat,0,0.0
sedih kalo liat akun yg komen begitu banyaknya masih di bawah umur 💔,0,0.0
lokok @syifa hadju posting ulang😊,0,0.0
padahal baju nya udah sopan bgt c tapi pemikiran cwo yg ngga sopan,0,0.0
ternyata laki gue yg isi otaknya penuh dgn seri number sparepart msh mending ketimbang yg komen2 itu,0,0.0
hah maksudnya? gak ngerti 😔,0,0.0
ya allah emosi banget pls,0,0.0
indonesia c emas,0,0.0
educate your son im so sick of this,0,0.0
ga semau cowo gitu tapi emang kebanyakan cowo yang kaya gitu gw juga cowo tapi kali ini gw ga berada di tim cowo,0,0.0
always choose the bearrrr,0,0.0
ya allahhh miris bgt yaa🥺,0,0.0
di ig memang bnyk bgt komentar negatif,0,0.0
tapi tanpa kalian sadari kebanyakan perempuan juga udah banyak yang comment gitu juga di laki laki aku tau itu cuma bercanda tpi pls jgn normalisasi kan hal kek gitu,0,0.0
wahh sakitt,0,0.0
dunia jahat untuk perempuan,0,0.0
jgn post di ig kk,0,0.0
gw cowok tpi miris liat komenan cowok yg ngerendahin perempuan,0,0.0
we are somebody not some body,0,0.0
sumpah dunia ini bahaya untuk perempuan😞,0,0.0
semangat kak jangan dengerin mereka kakak hebat banget,0,0.0
ini si cipa memosting ulang kenapa ya 😭🤣🤣🤣,0,0.0
normal day in indonesian,0,0.0
miris sekali warga indonesia,0,0.0
ini serius di dunia ini ga ada tempat aman untuk perempuan????,0,0.0
my ego said i can t do that kick😭,0,0.0
sakit emang,0,0.0
girl support girl,0,0.0
the hell ugh,0,0.0
dunia sebahaya itu buat perempuan,0,0.0
@d4nger0uslyyyyy educate your son,0,0.0
jaga adik atau anak perempuan kalian🙏,0,0.0
menuju indonesia cemas komentar negatif icibos kapan bisa jadi emas kalo kaya gini,0,0.0
udh tinggal di indo jadi cewe lagi dhlh pasrah,0,0.0
nnti alasannya dia aja berpakaian terbuka,0,0.0
secara ngga langsung itu ngebuat mental adek nya down itu sama aja kaya pelecehan😔 adeknya pasti jadi takut buat latihan karate atau posting tentang karate lagi pasti adek nya jadi ngga percaya diri😔,0,0.0
sakit semua,0,0.0
@nanaa smpe tkut kalo gagal didik anak cwo gw ntar,0,0.0
serem bngt dah komen komen nya,0,0.0
nah alasanku vt inst ga mau post sm skli mau tentang apapun itu,0,0.0
itu keren lohh,0,0.0
thats why she learn karate in the first place to kick all those guys,0,0.0
hal normal di ig😂,0,0.0
coba aja buka akunnya pasti kosongan non profile mereka mah mental jelly aja cari cari validasi,0,0.0
@cìey là🫦⛓🌘 kita salah ya jadi perempuan?,0,0.0
@d4nger0uslyyyyy educate your son,0,0.0
pdahal cwek beladiri itu langkah 🥀,0,0.0
kok mereka pada suka sih memperlakukan wanita begituu,0,0.0
@arsen jouska ya ada suki,0,0.0
wkwkmw gausah heran makhluk ga ber akal emang sama komodo aja di gas😩,0,0.0
lah gw kaga gw cuma gila game,0,0.0
setiap korban pelecehan selalu perempuan bahkan pakaian mereka juga tertutup loh?,0,0.0
semua cowok sama aja🤣🗿,0,0.0
aku sebagai anak taekwondo merasa kecewa,0,0.0
penghuni instagram,0,0.0
gayanya cuman gitu doang lohh gw sebagai cowok malu ama cowok gituan😔,0,0.0
siapa sih any yang nyiptain kata icibos t4ik,0,0.0
miris bet bocah jaman sekarang,0,0.0
educate your son,0,0.0
bahkan dia bukan pamer bentuk badan baju sopan cuma nunjukin bakat bela diri tapi naudzubillah pemikiran kebanyakan cowok kenapa bisa gitu ya meskipun itu oknum ga semua cowok begitu tapi kita sbg perempuan pada akhirnya ga akan merasa aman sama dirinya sendiri🥺💔,0,0.0
kak kalo ga sibuk akuntiktoknya satu2 lapor ketiktok lngsung kak,0,0.0
astaghfirullah 😭,0,0.0
tuh kan aku liat komenan netizen di ig gereget bgt cok,0,0.0
miris liat nya,0,0.0
yang komen perempuan semua 😭😭,0,0.0
@skibidii miris bgtt☹,0,0.0
iya sumpahhh,0,0.0
dia cuma nunjukin kemampuan ny,0,0.0
cowo emng pikiranya gtu smua ya?,0,0.0
ok klo cowo post foto vid di gym kita serbu😹,0,0.0
ya allah kenapa dipikiran hanya itu itu terus bener2 akhir jaman 😭,0,0.0
@d4nger0uslyyyyy educate your son,0,0.0
indonesia cemas 😹,0,0.0
@adeliaa 🦕 it s not just protect your daughter but please educate your son too,0,0.0
jangan dipedulikan omongan seseorang fokuslah pada cita citamu ganbatte🆙🆙,0,0.0
astaghfirullah 😕,0,0.0
jadii anak perempuan kgk ada aman aman nyaa bjirt😭😭😭,0,0.0
ka shadira repost😭,0,0.0
gw juga laki laki beda mindset gw dengan orang tolo lainnya,0,0.0
di posting ulang shifa hadju njirr🗿,0,0.0
educate your son,0,0.0
miris banget 🥺😬,0,0.0
@kentang rebus💫🎀 dunia terlalu jahat untuk anak perempuan,0,0.0
dunia ga pernah aman buat anak perempuan,0,0.0
ih padahal tendangan na baguss,0,0.0
😭😭😭😭 sakit semua yg komen d vt,0,0.0
coba kalo cewe yg komentar 😹,0,0.0
wihhh di post @syifahadjuuuuuuu,0,0.0
pada sakit semua komenan nya miris,0,0.0
penting nya parenting voc,0,0.0
kata mereka kita cewe disuruh jaga pakaian tapi mereka lupa kalo cowo juga butuh belajar nahan pandangan nafsunya kalau cowo yang sudah baik aku berterimakasih sekali karena sudah mau menjaga marwah bersama tp yg gabisa belajar hal tsb ws mboh ga ngurus jahat kon😔,0,0.0
educate your son,0,0.0
bukan jagalah anak perempuan tapi ajarin anak laki laki kalian,0,0.0
aku sebagai cwe ga terima enak aj anj,0,0.0
cape banget mau buat dunia yang isinya cewe aja ☹,0,0.0
gw gk gt aj😞😞,0,0.0
bakat nya dah bagus tapi waktu dan tempat yang salah🤭,0,0.0
ya makanya 🗿,0,0.0
gk seluruh cowok kek gitu,0,0.0
ya gk ush ladenin,0,0.0
educate your son,0,0.0
educate your son,0,0.0
@nicoleez @stella official only ada profile biker dong di comment nya,0,0.0
kak? you okay? 😔,0,0.0
pemikiran anak muda jaman sekarang,0,0.0
nangis ☹☹,0,0.0
perempuan bukan alat pls😞💔,0,0.0
kenapasi org org pada sakit bgt,0,0.0
sakittt smua yg komen,0,0.0
educate your son,0,0.0
@d4nger0uslyyyyy educate your son,0,0.0
educate your son,0,0.0
paham kan seliar apa pikiran dan imajinasi mereka anggaplah laki itu seperti serigala,0,0.0
it s the person not the religion,0,0.0
im so sorry honey,0,0.0
pemikiran ku itu kaki nya gak sakit apa ya😭,0,0.0
yang cowk mau permasalahin apa lagi hah?? cewek lagi???,0,0.0
@omis dinngz,0,0.0
@kentang rebus💫🎀 dunia terlalu jahat untuk anak perempuan,0,0.0
yg lebih miris di salah 1 akun itu ada orang yg postingan nya soal agama dan ayat suci al quran wkwk miris,0,0.0
di bilang indonesia c emas😂,0,0.0
ingat cewek itu bukan mainan,0,0.0
padahal dia nunjukin bakat doang loh?,0,0.0
@kentang rebus💫🎀 dunia terlalu jahat untuk anak perempuan,0,0.0
warga sebelah emang gituu🥺🥺,0,0.0
ingat di sosial media kita bebas berpendapat,0,0.0
but always use ur manner,0,0.0
bebas berpendapat bukan berarti cabul,0,0.0
