Indeks,Komentar,Komentar_bersih,normal_teks,Label,Label_Validator
8213,peleknya bang bobi besar banget,peleknya bang bobi besar banget,peleknya bang bobi besar banget,3,5
14412,cameramennya gimana mau puasa kalo yg di rekam pakeannya kek gitu,cameramennya gimana mau puasa kalo yg di rekam pakeannya kek gitu,cameramen gimana mau puasa kalo yg di rekam pakaiannya kek gitu,5,5
11272,ga ada kerjaan nyerang mantan istri terus🤣🤣🤣,ga ada kerjaan nyerang mantan istri terus emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,ga ada kerjaan nyerang mantan istri terus emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,3,3
14858,bocah tik tok gak pantes nglawan arek suroboyo blokir semua akunnya,bocah tik tok gak pantes nglawan arek suroboyo blokir semua akunnya,bocah tik tok gak pantas melawan arek Surabaya blokir semua akunnya,4,4
48907,terbawa epek 😂😬,terbawa epek emoji_face_with_tears_of_joy emoji_grimacing_face,terbawa epek emoji_face_with_tears_of_joy emoji_grimacing_face,0,0
58529,gak dewasa duhhh,gak dewasa duhhh,gak dewasa duh,0,0
4431,🤣🤣🤣🤣🤣🤣ini klakuan dan bahasa oten,emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing ini klakuan dan bahasa oten,emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing ini kelakuan dan bahasa oten,4,4
46126,guru pakaian nyaa aja kek itu masako iyaa wkakak,guru pakaian nyaa aja kek itu masako iyaa wkakak,guru pakaian nya aja kek itu masako iya wkwkwk,0,0
8986,kaya pelampung galatama lele,kaya pelampung galatama lele,kaya pelampung galatama lele,3,3
6951,mbak sassha yuk maen sama aku,mbak sassha yuk maen sama aku,mbak sassha yuk main sama aku,5,5
65203,teguh saya minat awak🤗🤗,teguh saya minat awak emoji_smiling_face_with_open_hands emoji_smiling_face_with_open_hands,teguh saya minat awak emoji_smiling_face_with_open_hands emoji_smiling_face_with_open_hands,0,0
15015,Banyak pemain yang merasa 𝐀𝘏𝑀𝐴𝐃𝐓OT𝑂-memberikan pengalaman yang menyenangkan.,banyak pemain yang merasa ahmadtoto-memberikan pengalaman yang menyenangkan.,banyak pemain yang merasa ahmadtoto-memberikan pengalaman yang menyenangkan.,1,1
68230,ga usah di ukur di pegang aja 😅,ga usah di ukur di pegang aja emoji_grinning_face_with_sweat,ga usah di ukur di pegang aja emoji_grinning_face_with_sweat,0,0
4709,isi dalam baju gua 1 kali liat langsung paham,isi dalam baju gua 1 kali liat langsung paham,isi dalam baju gua 1 kali liat langsung paham,5,5
2798,mana mau diya sama bocah bau kencur,mana mau diya sama bocah bau kencur,mana mau dia sama bocah bau kencur,3,3
13335,flok pe merusak bangsa,flok pe merusak bangsa,flok pe merusak bangsa,4,3
11593,hallo om dani kamu bilang fitnah dan ghibah tapi yg real terjadi itu kamu emang beneran kan nikahin mulan😂yg seluruh indonesia tau mulan itu dekat dgn maia😅😅,hallo om dani kamu bilang fitnah dan ghibah tapi yg real terjadi itu kamu emang beneran kan nikahin mulan emoji_face_with_tears_of_joy yg seluruh indonesia tau mulan itu dekat dgn maia emoji_grinning_face_with_sweat emoji_grinning_face_with_sweat,halo om dani kamu bilang fitnah dan ghibah tapi yg real terjadi itu kamu emang benar kan nikahi mulan emoji_face_with_tears_of_joy yg seluruh indonesia tau mulan itu dekat dengan maia emoji_grinning_face_with_sweat emoji_grinning_face_with_sweat,3,3
14463,puasa tp gak pake baju emang boleh ya kek gtu 😢,puasa tp gak pake baju emang boleh ya kek gtu emoji_crying_face,puasa tp gak pake baju emang boleh ya kek gitu emoji_crying_face,5,5
39473,sama kamu aja yu,sama kamu aja yu,sama kamu aja yu,0,0
15142,"Terimakasih ☯𝘼𝙇𝙀𝙓𝙄𝙎𝟭𝟳☯, beneran nggak ribet sama sekali.","terimakasih emoji_yin_yang alexis17 emoji_yin_yang , beneran nggak ribet sama sekali.","terima kasih emoji_yin_yang alexis17 emoji_yin_yang , benar tidak ribet sama sekali.",1,1
1993,apaan bgt anjg emotnya,apaan bgt anjg emotnya,apaan banget anjing emot,3,3
9254,polisi pintar ngeles 🤣🤣🤣,polisi pintar ngeles emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,polisi pintar ngeles emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,3,3
6346,tapi rata laki emng gilaaaa,tapi rata laki emng gilaaaa,tapi rata laki emang gila,4,4
10308,rame nya beda kalo dip͟͟u͟͟l͟͟a͟͟u͟͟w͟͟i͟͟n͟͟,rame nya beda kalo dipulauwin,rame nya beda kalo dipulauwin,1,1
43930,3. @amiraaaa hss 😭😭,3. mention_user hss emoji_loudly_crying_face emoji_loudly_crying_face,3. mention_user hss emoji_loudly_crying_face emoji_loudly_crying_face,0,0
3355,emng yakin lu bakalan masuk surga? dgn komen gini aja ga mencerminkan toleransi sdngkn diislam diajarkan untuk toleransi dan menghargai,emng yakin lu bakalan masuk surga? dgn komen gini aja ga mencerminkan toleransi sdngkn diislam diajarkan untuk toleransi dan menghargai,emang yakin lu bakalan masuk surga? dengan komen gini aja ga mencerminkan toleransi sedangkan diislam diajarkan untuk toleransi dan menghargai,3,3
15047,"𝐀𝙀Я𝙊8𝟴 tiap maen pasti ada hasil, gk mungkin rugi","aeiao88 tiap maen pasti ada hasil, gk mungkin rugi","aeiao88 tiap main pasti ada hasil, tidak mungkin rugi",1,1
4080,pasti bilg yg lempar kursi udah mualaf 🗿,pasti bilg yg lempar kursi udah mualaf emoji_moai,pasti bilang yg lempar kursi sudah mualaf emoji_moai,4,4
4906,anehkan tapinyata kalau rakyat aceh tertindas pasti mereka tidak tinggal diam semangat saudara ku di aceh 👍👍👍,anehkan tapinyata kalau rakyat aceh tertindas pasti mereka tidak tinggal diam semangat saudara ku di aceh emoji_thumbs_up emoji_thumbs_up emoji_thumbs_up,anehkan tapi nyata kalau rakyat aceh tertindas pasti mereka tidak tinggal diam semangat saudara ku di aceh emoji_thumbs_up emoji_thumbs_up emoji_thumbs_up,4,4
11736,kaya ada di situs xnxx cewek nya wkwkwkw,kaya ada di situs xnxx cewek nya wkwkwkw,kaya ada di situs xnxx cewek nya hahaha,5,5
11281,parah banget ngak bisa move on sampai bahas yang lalu maluin jadi anggota dewan,parah banget ngak bisa move on sampai bahas yang lalu maluin jadi anggota dewan,parah banget ngak bisa move on sampai bahas yang lalu malu-maluin jadi anggota dewan,3,3
1004,kara merang gede doang kalo dari muka menurut gua b aja🙏,kara merang gede doang kalo dari muka menurut gua b aja emoji_folded_hands,kara merang gede doang kalo dari muka menurut gua b aja emoji_folded_hands,5,5
52610,alergi dompet tipis😩,alergi dompet tipis emoji_weary_face,alergi dompet tipis emoji_weary_face,0,0
61603,saya menontonnya😭😭,saya menontonnya emoji_loudly_crying_face emoji_loudly_crying_face,saya menontonnya emoji_loudly_crying_face emoji_loudly_crying_face,0,0
321,ac milan tolol,ac milan tolol,ac milan tolol,3,3
15680,Aku spi-n pecah mulu di ✌♟♑✊‍♂⛹☀17✌.,aku spi-n pecah mulu di emoji_victory_hand emoji_chess_pawn emoji_capricorn emoji_raised_fist  emoji_male_sign emoji_person_bouncing_ball emoji_sun 17 emoji_victory_hand .,aku spi-n pecah mulu di emoji_victory_hand emoji_chess_pawn emoji_capricorn emoji_raised_fist emoji_male_sign emoji_person_bouncing_ball emoji_sun 17 emoji_victory_hand .,1,1
66974,senyumannya manis feby,senyumannya manis feby,senyumnya manis Feby,0,0
4461,x percaya lah tu dibalik edit,x percaya lah tu dibalik edit,x percaya lah tu dibalik edit,2,2
65658,bng kalem itu kayak orang bali kalem itu cepet hamil🤣🤣🤣,bng kalem itu kayak orang bali kalem itu cepet hamil emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,bang kalem itu kayak orang bali kalem itu cepat hamil emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,0,0
3908,kolor tiang jemuran,kolor tiang jemuran,kolor tiang jemuran,4,4
64066,video nya masuk video recommendation menghibur bgt wkwk mana abangnya ganteng 😆🙈,video nya masuk video recommendation menghibur bgt wkwk mana abangnya ganteng emoji_grinning_squinting_face emoji_see-no-evil_monkey,video nya masuk video rekomendasi menghibur banget wkwk mana abang ganteng emoji_grinning_squinting_face emoji_see-no-evil_monkey,0,0
51654,amin makasih loh,amin makasih loh,amin makasih loh,0,0
12499,jelek bodi emak2,jelek bodi emak2,jelek bodi emak-emak,3,3
55971,dut 😭,dut emoji_loudly_crying_face,duit emoji_loudly_crying_face,0,0
895,belum korup yang lain😔 korup punya anak yatim aja azabnya ngeri ini korupin janda anak yatim fakir miskin dan masih banyak lagii,belum korup yang lain emoji_pensive_face korup punya anak yatim aja azabnya ngeri ini korupin janda anak yatim fakir miskin dan masih banyak lagii,belum korup yang lain emoji_pensive_face korup punya anak yatim aja azab ngeri ini korupsi janda anak yatim fakir miskin dan masih banyak lagi,3,3
3798,yg penting sembah anak manusia yg sekolah gtu kan ten anjayyy,yg penting sembah anak manusia yg sekolah gtu kan ten anjayyy,yg penting sembah anak manusia yg sekolah gitu kan ten anjay,4,4
15413,"Gila sih ᆢAᆢᆢLᆢᆢEᆢᆢXᆢᆢIᆢᆢSᆢᆢ1ᆢᆢ7ᆢ,Pelayanan nya terbaik!.","gila sih uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu,pelayanan nya terbaik!.","gila sih uuauuuuluuuueuuuuxuuuuiuuuusuuuu 1 uuuu7uu,pelayanan nya terbaik!.",1,1
4078,kalau gini tiba tiba semua mualaf juga gak?? 🗿😅,kalau gini tiba tiba semua mualaf juga gak?? emoji_moai emoji_grinning_face_with_sweat,kalau gini tiba tiba semua mualaf juga gak?? emoji_moai emoji_grinning_face_with_sweat,4,4
52377,baru terbit😂😂,baru terbit emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,baru terbit emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0,0
54549,panen pahala jirr,panen pahala jirr,panen pahala jir,0,0
7825,ngk ada rasa malu,ngk ada rasa malu,tidak ada rasa malu,3,3
10947,pala goyang2 mulu kek boneka mampang,pala goyang2 mulu kek boneka mampang,pala goyang-goyang mulu kek boneka mampang,3,3
50323,penting nya baca,penting nya baca,penting nya baca,0,0
66057,emak siapa tu woi,emak siapa tu woi,emak siapa tu woi,0,0
18695,bosen juga ketemu pemerintah indonesia terus,bosen juga ketemu pemerintah indonesia terus,bosan juga ketemu pemerintah indonesia terus,0,0
14417,gatel asu,gatel asu,gatal asu,3,3
17043,"Rupanya banyak yang terbantu sama ⬅M̲A̲N̲D̲A̲L̲I̲K̲A̲7̲7̲⬅️, keren!","rupanya banyak yang terbantu sama emoji_left_arrow mandalika77 emoji_left_arrow , keren!","rupanya banyak yang terbantu sama emoji_left_arrow mandalika77 emoji_left_arrow , keren!",1,1
31418,katanya yg teriak anj itu bukan bagian mereka udah ketebak alasannya 🗿,katanya yg teriak anj itu bukan bagian mereka udah ketebak alasannya emoji_moai,katanya yg teriak anjing itu bukan bagian mereka sudah ketebak alasannya emoji_moai,0,0
3174,insya allah aceh dan papua secepat nya merdeka,insya allah aceh dan papua secepat nya merdeka,insya Allah allah aceh dan papua secepat nya merdeka,4,4
8288,kak jangan di buka kak kamu nggak malu aku kalo kayak gitu malu,kak jangan di buka kak kamu nggak malu aku kalo kayak gitu malu,kak jangan di buka kak kamu tidak malu aku kalo kayak gitu malu,3,3
12857,habis konten langsung genjot wkwkw,habis konten langsung genjot wkwkw,habis konten langsung genjot wkwkw,5,5
8782,@𝑳𝑰𝑹𝑰𝑲𝟕𝟖𝟗 ✨💙💠💙💠💙 still always bexited 💙💠💙💠💙💫 009,mention_lirik789 emoji_sparkles emoji_blue_heart emoji_diamond_with_a_dot emoji_blue_heart emoji_diamond_with_a_dot emoji_blue_heart still always bexited emoji_blue_heart emoji_diamond_with_a_dot emoji_blue_heart emoji_diamond_with_a_dot emoji_blue_heart emoji_dizzy 009,mention_lirik789 emoji_sparkles emoji_blue_heart emoji_diamond_with_a_dot emoji_blue_heart emoji_diamond_with_a_dot emoji_blue_heart masih selalu bexited emoji_blue_heart emoji_diamond_with_a_dot emoji_blue_heart emoji_diamond_with_a_dot emoji_blue_heart emoji_dizzy 009,1,1
43015,baleho caleg 😂😂,baleho caleg emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,baliho caleg emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0,0
3748,merasa jd agama pembawa perdamaian pula🤭,merasa jd agama pembawa perdamaian pula emoji_face_with_hand_over_mouth,merasa jadi agama pembawa perdamaian pula emoji_face_with_hand_over_mouth,4,4
13662,4 jt subreker live ngewe,4 jt subreker live ngewe,4 juta subreker langsung ngewe,5,5
4860,emang junjunganmu itu pernah di pdip?,emang junjunganmu itu pernah di pdip?,emang junjunganmu itu pernah di pdip?,3,3
1887,jawa ormas jawa penjarah telur orang terkena musibah jawa sdm rendah jawa oligarki😹😜😝🤪,jawa ormas jawa penjarah telur orang terkena musibah jawa sdm rendah jawa oligarki emoji_cat_with_tears_of_joy emoji_winking_face_with_tongue emoji_squinting_face_with_tongue emoji_zany_face,jawa ormas jawa penjarah telur orang terkena musibah jawa sdm rendah jawa oligarki emoji_cat_with_tears_of_joy emoji_winking_face_with_tongue emoji_squinting_face_with_tongue emoji_zany_face,4,4
3612,kristen protestan itu banyak aliranya untung gw kristen katolik cuma 1 doang jadi aman aman aja🤣,kristen protestan itu banyak aliranya untung gw kristen katolik cuma 1 doang jadi aman aman aja emoji_rolling_on_the_floor_laughing,kristen protestan itu banyak alirannya untung saya kristen katolik cuma 1 doang jadi aman aman aja emoji_rolling_on_the_floor_laughing,4,4
5048,pecat saja tito dan opung perusak nkri ✍,pecat saja tito dan opung perusak nkri emoji_writing_hand,pecat saja tito dan opung perusak nkri emoji_writing_hand,3,3
52059,search aja alergi dompet tipis,search aja alergi dompet tipis,cari aja alergi dompet tipis,0,0
35259,medan gak bisa habis nanti besi di lalap sama rayap,medan gak bisa habis nanti besi di lalap sama rayap,medan gak bisa habis nanti besi di lalap sama rayap,0,0
24338,makan tu rendang,makan tu rendang,makan tu rendang,0,0
59,under brp bg?,under brp bg?,under berapa bg?,1,1
16884,bosan?main di 𝑴𝑨𝑵𝑫𝑨𝑳𝑰𝑲𝑨77 tidak membuat kamu bosan.,bosan?main di mandalika77 tidak membuat kamu bosan.,bosan?main di mandalika77 tidak membuat kamu bosan.,1,1
1691,pempek racun 😹,pempek racun emoji_cat_with_tears_of_joy,pempek racun emoji_cat_with_tears_of_joy,4,3
58967,ruwet ruwet ruwet😂😂,ruwet ruwet ruwet emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,ruwet ruwet ruwet emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,0,0
58998,semakin dijatuhkan bunda maia senakin ditinggikan oleh allah swt💖💖💖,semakin dijatuhkan bunda maia senakin ditinggikan oleh allah swt emoji_sparkling_heart emoji_sparkling_heart emoji_sparkling_heart,semakin dijatuhkan bunda maia senakin ditinggikan oleh allah swt emoji_sparkling_heart emoji_sparkling_heart emoji_sparkling_heart,0,0
913,keknya setan iblis pun sampe geleng2 liat tingkah mereka yg korup,keknya setan iblis pun sampe geleng2 liat tingkah mereka yg korup,kayaknya setan iblis pun sampai geleng-geleng liat tingkah mereka yg korup,3,3
22810,soon to be u,soon to be u,segera to be u,0,0
18177,semangatt buat kalian yang mau bertobat,semangatt buat kalian yang mau bertobat,semangat buat kalian yang mau bertobat,0,0
12017,mimik nya besar jadi pengen nii,mimik nya besar jadi pengen nii,mimik nya besar jadi ingin ini,5,5
57064,tolong buat tretan muslim ajak si bayam ini buat jadi mutan baru ajak satu obrolan sama dustin sony wakwaw,tolong buat tretan muslim ajak si bayam ini buat jadi mutan baru ajak satu obrolan sama dustin sony wakwaw,tolong buat tretan muslim ajak si bayam ini buat jadi mutan baru ajak satu obrolan sama dustin Sony wkwk,0,0
42904,demi allah diposting ulang jefri😭,demi allah diposting ulang jefri emoji_loudly_crying_face,demi allah diposting ulang Jefri emoji_loudly_crying_face,0,0
19043,@akun tidak ditemukan @naimaaa alamaakkk,mention_user tidak ditemukan mention_user alamaakkk,mention_user tidak ditemukan mention_user alamak,0,0
11530,kunaon sih siaaaaa playing victim,kunaon sih siaaaaa playing victim,kenapa sih sia bermain korban,3,3
44684,ultra milk,ultra milk,ultra susu,0,0
15735,ada ribut2 apa nih di komentar?? ngomongin ✳❌⛰✔✍♎️17 yah??,ada ribut2 apa nih di komentar?? ngomongin emoji_eight-spoked_asterisk emoji_cross_mark emoji_mountain emoji_check_mark emoji_writing_hand emoji_libra 17 yah??,ada ribut apa nih di komentar?? ngomong emoji_eight-spoked_asterisk emoji_cross_mark emoji_mountain emoji_check_mark emoji_writing_hand emoji_libra 17 yah??,1,1
15387,"Buset videonya sih gokil,A͎͎L͎͎E͎͎X͎͎I͎͎S͎͎1͎͎7͎.","buset videonya sih gokil,alexis17.","buset videonya sih gokil,alexis17.",1,1
18114,ajab ajab,ajab ajab,ajab ajab,0,0
4603,tebak agama? 🤣🤣🤣🤣🤣🤣,tebak agama? emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,tebak agama? emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,4,4
13282,ga seru👎 ga ngentot 😤,ga seru emoji_thumbs_down ga ngentot emoji_face_with_steam_from_nose,ga seru emoji_thumbs_down ga ngentot emoji_face_with_steam_from_nose,5,5
3481,ahh omongan sdm rendahh emang gitu sabar aja,ahh omongan sdm rendahh emang gitu sabar aja,ah omongan sdm rendah emang gitu sabar aja,3,3
5922,di komen ini banyak suku suku terpencil iri kepada jawa haha,di komen ini banyak suku suku terpencil iri kepada jawa haha,di komen ini banyak suku suku terpencil iri kepada jawa haha,4,4
52602,racil asik asik sendiri weeell😜🤪,racil asik asik sendiri weeell emoji_winking_face_with_tongue emoji_zany_face,racil asik asik sendiri well emoji_winking_face_with_tongue emoji_zany_face,0,0
31615,jangan pake anj juga kali bang🤣,jangan pake anj juga kali bang emoji_rolling_on_the_floor_laughing,jangan pake anjing juga kali bang emoji_rolling_on_the_floor_laughing,0,0
9508,faktanya sukumu ngehasilin orang kayak kau yang gak tau arti bineka tunggal ika,faktanya sukumu ngehasilin orang kayak kau yang gak tau arti bineka tunggal ika,faktanya sukumu menghasilkan orang kayak kau yang gak tau arti bineka tunggal ika,4,4
19013,@ahlishhhh @cikoeng mari bertaubat agar ketika di akhirat tdk bertemu dajjal lagi,mention_user mention_user mari bertaubat agar ketika di akhirat tdk bertemu dajjal lagi,mention_user mention_user mari bertaubat agar ketika di akhirat tidak bertemu dajjal lagi,0,0
14677,gak tau suroboyo iku bonek sok jago bigmo,gak tau suroboyo iku bonek sok jago bigmo,gak tau Surabaya itu bonek sok jago bigmo,3,3
18163,seng di enteni malah koyok mpik,seng di enteni malah koyok mpik,seng di enteni malah koyok memek,0,0
22957,komen tiktok kebanyakan template jadi males,komen tiktok kebanyakan template jadi males,komen tiktok kebanyakan template jadi malas,0,0
16761,Main sebentar langsung dapet jakpot gede. Rezeki ada di А𝙀𝘙𝘖𝟪𝟾!,main sebentar langsung dapet jakpot gede. rezeki ada di aero88!,main sebentar langsung dapat jackpot gede. rezeki ada di aero88!,1,1
15036,Semoga rezeki dari 𝘈𝐸𝑅𝙊88membawa keberuntungan!,semoga rezeki dari aero 88 membawa keberuntungan!,semoga rezeki dari aero 88 membawa keberuntungan!,1,1
8679,model bro wajar harus body gitu cantik bispak? bisa dibilang bonus wkwk,model bro wajar harus body gitu cantik bispak? bisa dibilang bonus wkwk,model bro wajar harus bodi gitu cantik bispak? bisa dibilang bonus wkwk,3,3
11919,main yang auto di bayar ku kasih tau ya aon888 web yang terpercaya dan situs bola terbaik no 1,main yang auto di bayar ku kasih tau ya aon888 web yang terpercaya dan situs bola terbaik no 1,main yang auto di bayar ku kasih tau ya aon888 web yang terpercaya dan situs bola terbaik no 1,1,1
6464,orang yg begitu orang tua nya pada gimana sih ngedidik mereka,orang yg begitu orang tua nya pada gimana sih ngedidik mereka,orang yg begitu orang tua nya pada gimana sih mendidik mereka,3,3
10486,badan busung lapar penampilan kek gembel bahasa nya kotor semua pemikiran hampir ga tertolong mendekati odgj,badan busung lapar penampilan kek gembel bahasa nya kotor semua pemikiran hampir ga tertolong mendekati odgj,badan busung lapar penampilan kek gembel bahasa nya kotor semua pemikiran hampir ga tertolong mendekati odgj,3,3
19715,pasti yang megang hp habis cod pake map 3km 😁,pasti yang megang hp habis cod pake map 3km emoji_beaming_face_with_smiling_eyes,pasti yang megang handphone habis cod pake map 3 kilometer emoji_beaming_face_with_smiling_eyes,0,0
13171,cewek nya uda panas dingin,cewek nya uda panas dingin,cewek nya uda panas dingin,5,5
11662,✈✈✈buktikan sendiri aja di bu4yai38✈✈✈,emoji_airplane emoji_airplane emoji_airplane buktikan sendiri aja di bu 4 yai38 emoji_airplane emoji_airplane emoji_airplane,emoji_airplane emoji_airplane emoji_airplane buktikan sendiri aja di bu 4 yai38 emoji_airplane emoji_airplane emoji_airplane,1,1
46970,sabar bg🤣,sabar bg emoji_rolling_on_the_floor_laughing,sabar bang emoji_rolling_on_the_floor_laughing,0,0
17307,"Main di 𝐃𝐄𝙒𝘈𝐃О𝘙А bikin aku lebih optimis sama rezeki, thank you!","main di dewadora bikin aku lebih optimis sama rezeki, thank you!","main di dewadora bikin aku lebih optimis sama rezeki, terima kasih you!",1,1
19018,motivasi baru di tahun 2025 yg tiada tandingannya 😭,motivasi baru di tahun 2025 yg tiada tandingannya emoji_loudly_crying_face,motivasi baru di tahun 2025 yg tiada tandingannya emoji_loudly_crying_face,0,0
23889,itu sudah fakta gak bisa di pungkiri,itu sudah fakta gak bisa di pungkiri,itu sudah fakta gak bisa di pungkiri,0,0
9910,tembel bulu jmbt,tembel bulu jmbt,tembel bulu jambat,5,5
12757,tt implan 😂,tt implan emoji_face_with_tears_of_joy,tt implan emoji_face_with_tears_of_joy,5,5
4143,ada ada aja minoritas,ada ada aja minoritas,ada ada aja minoritas,4,4
6110,pemikiran org yg x beragama mmg mcm tu,pemikiran org yg x beragama mmg mcm tu,pemikiran orang yg x beragama memang macam tu,4,4
16788,"AHMA𝘋𝙏O𝐓O gak percaya.. Coba aja sendiri, gampang banget","ahmadtoto gak percaya.. coba aja sendiri, gampang banget","ahmadtoto gak percaya.. coba aja sendiri, gampang banget",1,1
544,🦋🐥🦋jp mexwin 🐣𝗟𝗚𝗢𝗧𝗢𝗧𝗢𝟱𝟱🐣 happy always bosku 💛🥰,emoji_butterfly emoji_front-facing_baby_chick emoji_butterfly jp mexwin emoji_hatching_chick lgototo55 emoji_hatching_chick happy always bosku emoji_yellow_heart emoji_smiling_face_with_hearts,emoji_butterfly emoji_front-facing_baby_chick emoji_butterfly jap mexwin emoji_hatching_chick lgototo55 emoji_hatching_chick bahagia selalu bosku emoji_yellow_heart emoji_smiling_face_with_hearts,1,1
8092,muka cewek entot tan bergilir ni,muka cewek entot tan bergilir ni,muka cewek entot tan bergilir ni,5,5
61834,khusus 20th,khusus 20th,khusus 20,0,0
3390,suka bapk mu ku tengo berkomentar,suka bapk mu ku tengo berkomentar,suka bapak mu ku tengok berkomentar,3,3
37573,kaya ih apa ya kenapa selalu cowo🥲,kaya ih apa ya kenapa selalu cowo emoji_smiling_face_with_tear,kaya ih apa ya kenapa selalu cowok emoji_smiling_face_with_tear,0,0
394,@suge789 🌕 of a million memories🌕,mention_suge789 emoji_full_moon of a million memories emoji_full_moon,mention_suge789 emoji_full_moon of a juta kenangan emoji_full_moon,1,1
7528,mantap yo mbak susu bsar ya,mantap yo mbak susu bsar ya,mantap yo mbak susu besar ya,5,5
29820,foto 😹,foto emoji_cat_with_tears_of_joy,foto emoji_cat_with_tears_of_joy,0,0
67199,makassar hadir kak ✨,makassar hadir kak emoji_sparkles,makassar hadir kak emoji_sparkles,0,0
47316,ini pasti cowoknya humoris dan asik,ini pasti cowoknya humoris dan asik,ini pasti cowoknya humoris dan asik,0,0
8505,pantatnya do shoot dong,pantatnya do shoot dong,pantatnya do tembak dong,5,5
4150,hal yang biasa di kalangan mahasiswa😳 mahasiswa macam apa yang bicara kayak gitu 😂 bukan contoh intelektual ndak ada bedanya sama preman pasar,hal yang biasa di kalangan mahasiswa emoji_flushed_face mahasiswa macam apa yang bicara kayak gitu emoji_face_with_tears_of_joy bukan contoh intelektual ndak ada bedanya sama preman pasar,hal yang biasa di kalangan mahasiswa emoji_flushed_face mahasiswa macam apa yang bicara kayak gitu emoji_face_with_tears_of_joy bukan contoh intelektual tidak ada bedanya sama preman pasar,3,3
3434,akun privat sok jagoan,akun privat sok jagoan,akun privat sok jagoan,3,3
28019,iya sih bang kenapa di bacain alafatihah ya belom tentu juga mereka bacain alfatihah buat orang islam yg meninggal,iya sih bang kenapa di bacain alafatihah ya belom tentu juga mereka bacain alfatihah buat orang islam yg meninggal,iya sih bang kenapa di bacakan al-fatihah ya belom tentu juga mereka bacakan alfatihah buat orang islam yg meninggal,0,0
7475,cantik banget dan sexsy banget mbak,cantik banget dan sexsy banget mbak,cantik banget dan seksi banget mbak,5,5
16058,Rezeki memang nggak kemana! Main di 𝐀 𝘟 L 7 𝟩 𝟽-bikin untung besar. 🏈,rezeki memang nggak kemana! main di a x l 7 7 7-bikin untung besar. emoji_american_football,rezeki memang tidak kemana! main di a x l tujuh tujuh 7-bikin untung besar. emoji_american_football,1,1
40042,mantap 😂,mantap emoji_face_with_tears_of_joy,mantap emoji_face_with_tears_of_joy,0,0
3913,gausah bales tebak agama tebak agama kita ga kayak mereka,gausah bales tebak agama tebak agama kita ga kayak mereka,gak usah balas tebak agama tebak agama kita ga kayak mereka,4,4
4459,kg salah lgi 😆,kg salah lgi emoji_grinning_squinting_face,kg salah lagi emoji_grinning_squinting_face,4,4
12366,norak epek kurang piknik,norak epek kurang piknik,norak epek kurang piknik,4,3
4527,kresteng 😁 ajj duduk 😂,kresteng emoji_beaming_face_with_smiling_eyes ajj duduk emoji_face_with_tears_of_joy,kresteng emoji_beaming_face_with_smiling_eyes aja duduk emoji_face_with_tears_of_joy,4,4
66260,pin bang,pin bang,pin bang,0,0
13170,@@muhamadbara9906 emng lu tau gw nonton idih sok tau,@mention_muhamadbara9906 emng lu tau gw nonton idih sok tau,@mention_muhamadbara9906 emang lu tau saya nonton idih sok tau,3,3
8870,mereka tersinggung bang karna pendek 😂,mereka tersinggung bang karna pendek emoji_face_with_tears_of_joy,mereka tersinggung bang karena pendek emoji_face_with_tears_of_joy,3,3
